current_level,accuracy,response_time,total_attempts,later_attempts,later_mistakes,previous_score,difficulty_change
2,25.0,134.06,13,7,4,40.79,EASIER
4,25.0,233.23,21,6,5,39.69,EASIER
5,25.0,147.38,22,4,1,67.79,SAME
5,27.37,259.97,25,7,5,62.38,EASIER
3,25.0,173.8,16,4,1,59.27,EASIER
5,29.13,135.75,20,2,1,76.36,EASIER
2,50.79,37.76,6,0,0,100.0,HARDER
1,63.96,29.8,3,1,0,77.53,HARDER
5,29.94,256.28,22,4,2,41.92,SAME
5,25.39,226.12,19,1,1,56.15,EASIER
5,31.09,156.73,19,1,1,65.4,EASIER
4,32.48,117.07,16,1,0,93.73,HARDER
2,54.09,57.7,6,0,0,90.63,HARDER
3,33.32,87.03,13,1,0,82.14,HARDER
4,25.0,174.57,18,3,2,96.39,EASIER
5,31.74,166.72,20,2,1,70.34,EASIER
5,26.15,250.86,24,6,3,40.79,EASIER
4,31.3,188.97,17,2,1,77.22,EASIER
1,66.15,36.14,3,1,0,88.5,HARDER
2,50.49,39.79,6,0,0,73.26,HARDER
3,25.0,117.77,16,4,2,62.46,EASIER
2,41.62,58.17,7,1,0,62.15,SAME
5,28.06,154.0,19,1,1,75.22,EASIER
2,32.19,77.82,9,3,1,63.42,SAME
5,25.94,192.89,21,3,2,53.02,EASIER
4,34.06,100.67,15,0,0,80.36,HARDER
3,31.36,125.93,14,2,1,58.34,EASIER
3,38.02,90.28,12,0,0,93.8,HARDER
3,32.58,83.69,12,0,0,86.22,SAME
1,48.82,50.59,4,2,0,70.15,HARDER
1,51.57,45.44,4,2,1,75.97,SAME
5,26.76,196.98,22,4,2,39.58,EASIER
3,29.41,127.14,14,2,1,61.17,EASIER
3,33.36,117.03,13,1,0,81.31,HARDER
1,100.0,43.8,2,0,0,63.73,SAME
4,34.01,138.17,16,1,0,40.12,SAME
3,25.0,154.1,19,7,4,60.09,EASIER
4,32.39,110.45,15,0,0,89.43,HARDER
4,25.0,186.44,21,6,4,45.2,EASIER
3,25.82,160.79,17,5,2,49.72,EASIER
1,70.36,30.32,3,1,0,56.65,SAME
2,37.36,70.94,8,2,2,70.01,EASIER
2,31.08,75.79,9,3,2,80.91,EASIER
3,25.99,92.02,14,2,1,82.75,EASIER
4,29.48,182.72,19,4,0,44.98,SAME
3,25.0,120.57,17,5,2,86.59,SAME
3,33.59,79.58,13,1,0,78.43,HARDER
1,100.0,30.19,2,0,0,94.85,HARDER
5,32.9,189.3,20,2,1,63.45,EASIER
3,28.13,155.81,15,3,1,40.93,EASIER
3,25.0,141.15,17,5,2,68.07,EASIER
3,35.5,96.33,12,0,0,90.11,HARDER
1,52.3,24.02,4,2,0,67.91,HARDER
1,99.25,26.71,2,0,0,90.15,HARDER
4,32.02,121.26,17,2,1,81.32,EASIER
4,25.12,187.73,20,5,4,58.96,EASIER
5,27.11,185.27,24,6,3,59.33,HARDER
1,100.0,27.5,2,0,0,60.3,SAME
1,99.53,37.35,2,0,0,64.0,SAME
4,34.89,143.46,15,0,0,73.27,HARDER
4,32.53,90.85,17,2,1,69.85,EASIER
3,26.05,165.64,15,3,0,40.39,SAME
3,28.23,137.67,16,4,0,57.07,SAME
2,35.04,65.66,9,3,0,68.53,HARDER
5,31.84,120.62,19,1,0,62.16,SAME
1,54.2,44.81,4,2,0,58.32,SAME
5,30.03,171.6,20,2,2,68.48,EASIER
3,33.61,66.78,12,0,0,71.86,HARDER
1,100.0,20.0,2,0,0,61.29,SAME
1,55.91,33.03,4,2,0,63.19,SAME
3,26.07,81.33,14,2,0,82.71,HARDER
4,28.6,210.69,19,4,2,51.08,EASIER
4,26.89,131.6,16,1,1,77.4,EASIER
1,68.86,20.0,3,1,0,66.43,HARDER
1,66.08,28.8,3,1,0,67.12,HARDER
4,25.24,195.89,19,4,1,54.24,SAME
1,99.17,28.72,2,0,0,82.1,HARDER
4,25.0,202.53,20,5,3,42.05,EASIER
3,26.85,170.82,16,4,2,46.19,EASIER
2,35.15,85.72,8,2,0,69.08,HARDER
3,30.04,79.35,12,0,0,93.67,HARDER
1,38.35,50.8,5,3,0,67.27,HARDER
1,100.0,28.55,2,0,0,75.19,HARDER
3,25.0,135.17,15,3,1,54.22,EASIER
4,30.83,150.59,17,2,1,84.64,EASIER
2,50.89,51.22,6,0,0,62.48,SAME
1,97.67,21.01,2,0,0,51.2,SAME
1,66.97,29.21,3,1,0,64.27,SAME
2,34.16,99.91,9,3,2,66.79,EASIER
5,25.0,300.0,28,10,6,41.78,EASIER
3,33.0,47.54,12,0,0,100.0,HARDER
5,35.24,132.03,19,1,0,74.75,SAME
5,28.26,300.0,21,3,3,48.52,EASIER
2,46.07,46.2,7,1,0,70.52,HARDER
1,93.72,30.16,2,0,0,93.59,HARDER
2,48.48,80.22,6,0,0,71.03,HARDER
1,96.47,26.3,2,0,0,68.66,HARDER
2,36.22,68.79,8,2,0,72.49,HARDER
2,35.27,69.31,8,2,0,100.0,HARDER
1,64.78,41.37,3,1,1,73.63,SAME
1,98.0,20.35,2,0,0,71.5,HARDER
2,26.11,103.54,11,5,2,43.07,EASIER
5,28.58,149.73,23,5,3,73.28,EASIER
5,25.09,235.28,24,6,4,61.25,EASIER
5,28.67,236.92,19,1,1,57.48,EASIER
3,30.61,147.33,14,2,1,55.26,EASIER
5,26.17,180.0,22,4,2,84.61,EASIER
4,29.02,126.44,18,3,2,75.86,EASIER
2,25.21,95.63,11,5,1,81.42,HARDER
5,27.91,137.79,19,1,0,81.0,SAME
5,27.21,143.26,21,3,1,70.35,SAME
4,31.85,128.48,16,1,1,70.7,EASIER
2,39.24,110.77,8,2,0,45.23,SAME
4,25.0,137.64,18,3,2,76.2,EASIER
2,53.79,41.15,6,0,0,90.2,HARDER
2,50.32,46.31,6,0,0,86.91,HARDER
5,29.36,224.89,21,3,2,77.38,EASIER
4,29.64,161.29,18,3,1,62.09,SAME
3,28.97,110.98,16,4,1,65.72,SAME
2,42.37,86.45,7,1,0,45.32,SAME
3,25.75,142.18,14,2,2,52.07,EASIER
1,46.17,67.78,4,2,2,50.14,SAME
2,32.93,44.69,8,2,0,74.91,HARDER
3,27.38,117.8,13,1,0,31.55,SAME
2,38.6,107.9,8,2,1,44.66,EASIER
2,38.09,90.49,7,1,0,60.08,SAME
3,25.0,155.2,15,3,2,33.53,EASIER
1,48.93,37.68,4,2,0,74.73,HARDER
1,65.98,23.46,3,1,0,77.52,HARDER
3,25.0,178.21,17,5,4,59.58,EASIER
4,36.27,119.13,15,0,0,88.69,HARDER
3,28.18,100.35,12,0,0,97.94,HARDER
2,38.03,95.89,8,2,2,58.8,EASIER
2,51.06,76.26,6,0,0,72.64,HARDER
4,30.12,145.4,19,4,1,66.68,SAME
5,36.06,173.17,19,1,1,77.58,EASIER
5,28.01,229.63,22,4,2,55.63,EASIER
4,25.0,199.52,19,4,1,41.96,EASIER
4,35.47,99.29,16,1,0,100.0,HARDER
4,25.0,182.42,19,4,2,87.26,EASIER
2,51.3,60.86,6,0,0,78.45,HARDER
3,29.27,149.86,13,1,1,56.25,EASIER
4,25.0,197.1,19,4,3,43.56,EASIER
5,25.77,226.64,23,5,3,71.1,EASIER
4,28.59,118.9,16,1,0,77.2,HARDER
1,100.0,34.07,2,0,0,71.64,HARDER
5,25.0,167.58,22,4,2,62.34,EASIER
1,35.82,37.8,6,4,0,55.5,SAME
1,98.69,37.75,2,0,0,77.67,HARDER
5,25.0,300.0,26,8,6,47.0,EASIER
1,100.0,20.0,2,0,0,99.58,HARDER
2,26.35,104.87,11,5,2,53.59,EASIER
1,100.0,29.39,2,0,0,73.28,HARDER
3,25.0,194.26,18,6,4,40.61,EASIER
5,28.74,266.45,25,7,5,62.92,EASIER
4,32.23,180.03,17,2,0,74.02,SAME
3,28.77,61.8,13,1,1,89.8,EASIER
3,36.71,80.99,13,1,0,72.25,HARDER
5,26.39,300.0,29,11,7,38.58,EASIER
2,50.76,68.88,6,0,0,76.59,HARDER
2,48.5,56.06,6,0,0,100.0,HARDER
1,100.0,35.17,2,0,0,94.23,HARDER
2,48.74,30.0,6,0,0,83.76,HARDER
1,97.66,38.89,2,0,0,90.18,HARDER
3,29.92,86.9,13,1,0,86.8,HARDER
3,32.02,111.51,13,1,1,57.27,EASIER
3,30.66,104.39,12,0,0,61.84,SAME
2,37.65,45.28,8,2,0,61.19,SAME
2,32.65,110.5,9,3,2,42.24,EASIER
3,30.84,112.81,14,2,0,71.02,HARDER
2,38.62,83.12,8,2,0,74.61,HARDER
1,48.4,31.38,4,2,1,64.91,SAME
3,32.03,98.9,12,0,0,69.86,HARDER
3,26.66,99.64,14,2,0,96.38,HARDER
5,32.26,143.6,18,0,0,91.1,SAME
4,27.06,124.34,16,1,1,75.57,EASIER
1,98.44,28.31,2,0,0,78.08,HARDER
3,32.56,141.03,12,0,0,60.77,SAME
1,69.06,20.27,3,1,0,80.37,HARDER
1,50.28,40.8,4,2,0,46.55,SAME
4,26.94,148.68,19,4,0,74.39,HARDER
1,98.42,27.02,2,0,0,77.28,HARDER
5,33.3,146.12,19,1,0,93.22,SAME
5,32.0,270.01,23,5,3,62.49,HARDER
3,25.0,136.37,17,5,2,42.87,EASIER
5,30.44,300.0,24,6,5,57.46,EASIER
1,68.43,40.76,3,1,1,59.89,SAME
3,27.78,113.09,15,3,1,52.94,SAME
1,36.12,93.32,7,5,2,58.57,SAME
5,28.53,204.78,21,3,1,67.47,EASIER
2,53.11,80.11,6,0,0,78.64,HARDER
3,25.0,132.2,17,5,2,52.44,EASIER
5,33.43,184.08,19,1,1,77.95,EASIER
2,37.33,77.45,7,1,0,54.99,EASIER
1,95.86,28.56,2,0,0,67.74,HARDER
2,57.43,83.79,6,0,0,45.59,SAME
3,27.01,127.85,15,3,1,56.3,SAME
2,49.16,39.34,6,0,0,100.0,HARDER
4,31.21,218.27,21,6,6,51.58,EASIER
4,33.5,142.78,15,0,0,88.37,HARDER
2,48.46,45.49,6,0,0,71.74,HARDER
3,28.2,124.67,13,1,0,56.49,SAME
4,27.98,144.16,16,1,1,72.69,EASIER
3,31.45,68.55,12,0,0,91.85,HARDER
4,26.97,189.09,18,3,2,56.82,EASIER
3,33.96,76.8,12,0,0,98.23,HARDER
3,28.17,116.29,13,1,0,57.96,SAME
1,95.5,47.67,2,0,0,66.39,HARDER
3,27.72,164.96,14,2,1,68.22,EASIER
5,29.87,228.29,22,4,4,46.93,EASIER
4,31.22,181.04,18,3,1,56.0,EASIER
5,37.0,229.87,23,5,2,51.49,EASIER
3,30.33,91.94,14,2,1,64.88,EASIER
5,25.0,220.35,23,5,3,70.02,EASIER
2,40.33,67.52,7,1,0,75.97,HARDER
3,31.52,109.36,13,1,0,74.06,HARDER
5,30.2,227.9,24,6,3,57.72,EASIER
1,49.18,38.89,4,2,0,70.68,HARDER
3,28.86,138.86,14,2,1,55.73,EASIER
3,37.62,80.29,12,0,0,100.0,HARDER
5,27.28,300.0,22,4,4,31.35,EASIER
3,32.96,67.56,12,0,0,88.0,HARDER
2,29.83,101.85,9,3,0,58.09,SAME
1,69.2,40.48,3,1,0,65.78,HARDER
5,28.47,272.53,20,2,1,50.33,EASIER
1,65.21,25.13,3,1,0,90.03,HARDER
4,32.54,186.55,20,5,5,57.69,EASIER
5,30.87,224.69,21,3,2,38.96,EASIER
3,33.7,73.28,12,0,0,95.01,HARDER
2,47.59,101.83,6,0,0,60.28,SAME
4,26.68,121.83,17,2,1,84.17,EASIER
1,100.0,20.0,2,0,0,70.27,HARDER
4,31.31,126.3,17,2,1,50.11,EASIER
5,26.17,290.84,22,4,3,41.26,EASIER
3,27.94,142.67,15,3,2,48.83,EASIER
3,25.0,122.23,16,4,1,57.12,SAME
5,27.12,230.11,22,4,1,46.9,EASIER
5,25.0,148.95,21,3,1,48.96,EASIER
4,28.29,155.95,19,4,2,73.18,EASIER
1,99.13,20.0,2,0,0,100.0,HARDER
5,25.0,300.0,24,6,4,27.06,EASIER
4,25.19,177.02,20,5,5,55.83,EASIER
4,30.1,157.04,16,1,1,65.58,EASIER
5,27.36,281.19,24,6,2,49.28,EASIER
1,100.0,25.9,2,0,0,64.86,SAME
2,37.61,94.68,8,2,0,80.31,HARDER
1,67.5,33.77,3,1,0,65.66,HARDER
2,39.75,48.62,8,2,0,85.08,HARDER
1,48.66,75.26,4,2,1,77.37,SAME
1,100.0,36.27,2,0,0,87.73,HARDER
3,25.0,154.69,21,9,2,40.16,SAME
3,25.0,123.74,17,5,0,56.51,SAME
5,28.5,122.58,21,3,0,65.81,SAME
1,98.56,25.06,2,0,0,87.41,HARDER
2,25.0,137.49,14,8,4,66.92,EASIER
1,67.82,39.01,3,1,0,56.3,SAME
1,96.34,20.0,2,0,0,100.0,HARDER
5,27.32,257.21,27,9,7,64.62,EASIER
4,25.55,174.74,18,3,0,79.88,HARDER
2,33.81,82.37,9,3,0,67.9,HARDER
4,25.58,213.39,23,8,6,57.15,EASIER
4,28.63,144.58,18,3,1,86.1,SAME
5,25.0,300.0,27,9,7,49.59,EASIER
4,30.86,108.63,17,2,1,77.61,EASIER
2,25.77,131.6,13,7,1,38.34,EASIER
5,31.64,188.74,22,4,1,75.56,SAME
5,31.61,259.46,19,1,0,62.33,EASIER
1,98.02,20.0,2,0,0,100.0,HARDER
3,26.46,189.67,18,6,3,69.74,EASIER
1,48.84,53.74,4,2,0,66.16,HARDER
4,27.62,114.54,17,2,0,79.22,HARDER
4,25.0,202.36,20,5,3,62.63,EASIER
3,29.1,124.21,14,2,2,64.41,EASIER
5,28.28,236.98,21,3,2,55.6,EASIER
5,28.32,293.96,24,6,3,49.82,EASIER
4,34.14,79.88,15,0,0,100.0,HARDER
4,25.0,210.59,21,6,3,53.25,EASIER
2,46.75,59.3,6,0,0,96.76,HARDER
5,25.0,292.73,24,6,5,51.02,EASIER
4,30.73,205.53,18,3,1,64.83,EASIER
2,37.18,86.64,9,3,2,80.56,EASIER
5,26.18,262.9,23,5,0,65.76,SAME
3,25.0,133.74,14,2,1,87.66,EASIER
1,100.0,24.29,2,0,0,82.33,HARDER
5,29.89,300.0,22,4,1,61.56,HARDER
1,100.0,31.67,2,0,0,84.76,HARDER
4,29.74,151.79,17,2,1,51.81,EASIER
1,44.57,63.89,4,2,1,55.88,SAME
3,31.91,92.88,14,2,0,92.83,HARDER
2,39.25,73.65,7,1,0,80.99,EASIER
5,30.67,124.37,19,1,0,82.39,SAME
4,26.05,217.51,17,2,1,69.91,EASIER
2,48.64,33.4,6,0,0,83.73,HARDER
2,56.05,52.07,6,0,0,86.72,HARDER
3,31.05,115.71,15,3,2,54.62,EASIER
5,31.32,133.5,20,2,1,91.27,EASIER
2,47.57,41.16,6,0,0,91.75,HARDER
2,39.42,76.22,9,3,1,51.92,SAME
2,42.24,63.09,7,1,0,67.56,HARDER
4,28.64,227.61,17,2,1,46.92,EASIER
2,47.37,59.43,6,0,0,100.0,HARDER
4,34.1,178.86,16,1,1,51.06,EASIER
4,25.0,129.36,17,2,1,72.83,EASIER
2,46.04,36.76,7,1,0,56.48,SAME
1,43.9,47.38,5,3,0,54.3,SAME
4,29.31,121.8,18,3,1,54.79,SAME
4,25.0,123.73,19,4,2,53.7,EASIER
1,100.0,39.55,2,0,0,65.81,HARDER
4,25.0,193.02,21,6,4,68.21,EASIER
3,29.38,93.7,16,4,0,63.17,SAME
4,29.96,154.44,16,1,1,61.75,EASIER
5,25.0,223.06,23,5,3,40.48,EASIER
2,51.08,55.83,6,0,0,85.83,HARDER
5,25.0,257.53,27,9,5,45.74,EASIER
3,25.69,104.45,13,1,1,84.33,EASIER
3,25.0,169.96,15,3,3,35.01,EASIER
4,25.0,190.25,19,4,3,61.39,EASIER
1,96.79,22.81,2,0,0,82.77,HARDER
1,47.25,34.67,4,2,0,66.91,HARDER
1,100.0,40.53,2,0,0,91.88,HARDER
3,33.74,70.57,12,0,0,75.02,SAME
1,48.81,61.42,4,2,1,72.63,SAME
3,29.38,151.42,14,2,1,42.65,EASIER
2,41.62,56.46,7,1,0,77.52,SAME
1,95.38,23.39,2,0,0,100.0,HARDER
3,25.0,113.82,16,4,2,67.04,EASIER
2,32.05,97.93,9,3,1,47.1,EASIER
2,33.1,79.53,9,3,1,59.28,SAME
5,30.63,240.15,21,3,2,53.05,EASIER
5,27.77,300.0,20,2,2,58.68,EASIER
4,33.4,143.14,19,4,0,64.96,SAME
2,39.97,91.53,8,2,1,56.8,EASIER
1,70.58,38.44,3,1,0,74.69,HARDER
2,47.69,40.65,6,0,0,93.56,HARDER
2,50.98,49.85,6,0,0,65.1,HARDER
2,34.85,52.6,8,2,0,77.87,HARDER
2,49.5,51.64,6,0,0,89.72,HARDER
3,34.99,78.08,12,0,0,89.89,HARDER
5,25.0,256.23,25,7,3,66.83,EASIER
5,29.95,256.46,23,5,2,69.75,EASIER
4,31.51,120.78,17,2,0,82.91,HARDER
5,25.0,276.64,23,5,3,63.52,EASIER
3,33.88,121.5,14,2,1,64.5,EASIER
3,38.28,140.8,13,1,0,48.65,SAME
3,25.0,170.21,18,6,2,68.72,SAME
5,26.58,179.55,21,3,0,70.48,SAME
1,49.18,52.07,4,2,1,49.61,SAME
2,33.19,129.12,9,3,2,45.37,EASIER
5,28.12,141.81,20,2,0,62.97,SAME
2,44.1,68.66,7,1,0,67.33,HARDER
5,28.41,272.63,20,2,1,61.86,EASIER
2,29.99,75.45,10,4,0,70.71,HARDER
5,30.57,209.09,24,6,3,59.33,EASIER
5,25.0,252.91,22,4,3,55.35,EASIER
1,100.0,26.43,2,0,0,83.03,HARDER
1,94.42,24.92,2,0,0,99.68,HARDER
3,31.02,80.26,12,0,0,88.31,HARDER
1,63.02,45.05,3,1,0,63.54,SAME
4,31.68,176.94,17,2,1,42.99,EASIER
3,30.5,97.54,13,1,0,63.43,SAME
5,31.02,240.32,20,2,2,41.23,EASIER
1,100.0,23.46,2,0,0,87.94,HARDER
1,100.0,33.16,2,0,0,54.3,SAME
2,32.84,66.62,9,3,0,65.18,HARDER
1,65.36,31.97,3,1,0,63.99,SAME
2,47.54,48.13,6,0,0,84.42,HARDER
1,47.07,58.47,4,2,1,56.86,SAME
4,25.01,102.27,19,4,0,75.35,HARDER
5,26.74,245.24,24,6,3,61.63,EASIER
1,100.0,20.0,2,0,0,90.7,HARDER
1,50.4,45.35,4,2,1,64.21,SAME
4,26.0,211.39,20,5,2,60.01,EASIER
3,32.92,70.84,13,1,0,85.25,HARDER
5,25.0,185.32,22,4,2,82.88,EASIER
5,25.0,261.99,24,6,2,63.61,EASIER
2,46.16,46.32,7,1,0,71.19,HARDER
5,28.97,177.85,21,3,3,61.32,EASIER
1,51.24,55.64,4,2,0,42.15,SAME
1,100.0,20.18,2,0,0,88.34,HARDER
4,25.0,176.32,22,7,4,38.88,EASIER
5,28.37,134.59,18,0,0,91.42,SAME
4,25.0,129.04,18,3,0,71.16,HARDER
2,39.43,82.1,8,2,2,56.46,EASIER
2,43.68,63.58,7,1,1,67.39,EASIER
3,33.57,117.16,13,1,1,44.5,EASIER
4,30.05,105.87,15,0,0,96.87,HARDER
3,26.19,94.72,13,1,0,32.63,SAME
1,25.0,91.18,8,6,4,45.25,SAME
1,99.28,38.35,2,0,0,59.63,SAME
3,25.04,98.39,15,3,1,53.85,SAME
3,32.38,63.7,12,0,0,69.42,HARDER
2,43.66,64.34,6,0,0,82.0,HARDER
3,30.41,175.11,14,2,2,45.09,EASIER
3,25.0,148.91,16,4,2,54.52,EASIER
5,27.0,169.78,21,3,1,68.55,SAME
3,31.6,87.28,13,1,0,64.9,SAME
3,28.27,176.72,16,4,3,52.83,EASIER
3,31.95,88.8,12,0,0,99.49,HARDER
3,29.82,93.65,12,0,0,63.9,SAME
4,25.0,203.28,21,6,3,61.29,EASIER
4,25.0,200.1,19,4,1,48.98,SAME
4,25.0,209.78,22,7,3,58.27,EASIER
5,29.03,208.51,21,3,0,62.44,SAME
4,30.95,124.14,16,1,0,66.91,HARDER
5,28.71,157.87,19,1,0,73.74,SAME
5,33.57,205.13,19,1,0,50.71,SAME
1,100.0,23.18,2,0,0,57.29,SAME
1,99.44,39.34,2,0,0,79.41,HARDER
1,97.08,20.6,2,0,0,69.49,HARDER
1,38.18,65.04,5,3,1,46.42,SAME
2,50.41,64.84,6,0,0,80.07,HARDER
3,33.34,63.93,12,0,0,65.45,HARDER
4,25.02,171.85,19,4,3,77.49,EASIER
4,30.11,145.13,16,1,0,84.43,HARDER
5,28.49,200.26,23,5,3,59.18,EASIER
3,33.84,74.76,12,0,0,74.03,HARDER
2,50.12,51.64,6,0,0,100.0,HARDER
5,26.69,153.42,20,2,2,87.09,EASIER
3,31.95,130.58,14,2,1,94.55,HARDER
2,37.89,65.97,8,2,0,68.9,HARDER
1,68.08,25.28,3,1,0,74.14,HARDER
4,30.84,156.2,20,5,1,62.32,SAME
5,33.48,138.71,18,0,0,99.39,SAME
5,28.65,265.95,22,4,3,71.85,EASIER
1,100.0,25.62,2,0,0,100.0,HARDER
4,31.33,96.49,17,2,0,77.08,HARDER
3,31.86,94.76,13,1,0,79.85,HARDER
5,27.56,223.66,21,3,1,78.4,SAME
4,25.0,205.68,23,8,3,68.46,EASIER
3,31.59,75.81,12,0,0,75.22,HARDER
1,54.66,59.78,4,2,1,52.99,SAME
5,30.15,230.48,21,3,1,63.91,EASIER
4,37.93,140.02,15,0,0,84.52,HARDER
4,33.33,85.38,15,0,0,84.64,HARDER
1,99.15,20.0,2,0,0,85.49,HARDER
3,25.0,188.11,20,8,5,47.62,EASIER
1,100.0,43.57,2,0,0,52.05,SAME
1,100.0,21.45,2,0,0,73.99,HARDER
3,25.83,119.9,15,3,1,100.0,SAME
3,25.0,117.81,15,3,2,82.4,EASIER
4,30.01,103.19,17,2,1,50.81,EASIER
1,97.35,25.57,2,0,0,79.93,HARDER
3,40.9,67.62,12,0,0,70.85,HARDER
2,46.28,58.76,6,0,0,85.33,HARDER
3,25.0,169.96,16,4,0,51.23,SAME
3,27.58,87.73,13,1,0,78.71,HARDER
1,99.13,27.1,2,0,0,79.77,HARDER
1,97.15,36.17,2,0,0,74.77,HARDER
2,33.33,90.66,9,3,1,52.11,SAME
1,99.62,20.0,2,0,0,93.99,HARDER
3,35.11,108.32,13,1,1,54.92,EASIER
5,31.56,172.33,21,3,1,93.99,SAME
3,26.27,103.27,14,2,0,76.16,HARDER
3,25.75,185.41,14,2,2,25.0,EASIER
4,33.32,161.97,15,0,0,68.18,HARDER
2,48.87,59.49,6,0,0,96.65,HARDER
2,25.0,138.63,15,9,2,61.02,EASIER
3,33.15,99.61,12,0,0,80.61,HARDER
5,28.55,203.62,21,3,3,48.08,EASIER
2,50.17,55.85,6,0,0,75.55,HARDER
5,33.94,228.25,20,2,2,42.44,EASIER
4,32.21,99.34,16,1,0,85.51,HARDER
4,25.0,175.14,21,6,1,57.63,SAME
4,25.0,154.02,19,4,0,85.2,HARDER
2,48.72,50.48,6,0,0,76.45,HARDER
3,25.0,149.53,16,4,1,48.55,SAME
1,72.05,52.26,3,1,1,51.95,SAME
5,25.0,269.56,26,8,6,51.07,EASIER
3,25.0,195.28,20,8,6,63.58,EASIER
2,41.19,72.38,8,2,2,78.31,EASIER
1,62.31,43.25,3,1,0,76.9,HARDER
4,25.06,169.05,19,4,1,64.87,SAME
5,29.73,285.12,21,3,2,44.32,EASIER
3,28.82,98.78,13,1,0,75.79,HARDER
3,28.81,168.54,19,7,2,43.2,EASIER
5,27.12,250.06,24,6,4,65.3,EASIER
3,25.0,133.74,15,3,2,83.16,EASIER
5,25.0,257.72,24,6,4,60.31,EASIER
2,39.19,108.94,8,2,0,31.93,HARDER
2,41.41,112.75,8,2,1,40.3,EASIER
3,25.0,146.76,15,3,0,55.9,SAME
4,32.76,133.26,17,2,0,86.97,HARDER
2,46.96,47.11,6,0,0,79.98,HARDER
5,27.27,203.46,22,4,4,50.44,EASIER
3,31.35,113.01,15,3,1,65.25,SAME
5,36.79,135.05,18,0,0,69.48,SAME
3,26.85,141.18,17,5,2,71.67,EASIER
4,25.0,241.68,21,6,4,65.68,EASIER
1,98.52,20.0,2,0,0,72.52,HARDER
2,43.72,81.64,7,1,1,32.29,EASIER
1,96.4,20.0,2,0,0,94.25,HARDER
3,25.0,148.0,17,5,2,30.48,EASIER
4,25.0,249.74,23,8,3,45.37,EASIER
3,33.16,77.96,12,0,0,65.49,HARDER
3,34.12,108.57,12,0,0,89.24,HARDER
4,29.12,201.09,18,3,1,56.35,EASIER
3,28.01,119.16,14,2,1,91.42,EASIER
5,27.67,192.45,22,4,2,85.51,EASIER
3,25.0,193.11,16,4,4,58.6,EASIER
3,26.22,96.53,14,2,0,75.65,HARDER
2,51.22,58.11,6,0,0,97.46,HARDER
2,50.53,59.94,6,0,0,98.25,HARDER
5,25.0,214.27,23,5,4,59.74,EASIER
1,100.0,20.0,2,0,0,84.22,HARDER
3,26.07,114.06,14,2,0,63.91,SAME
5,28.0,288.83,24,6,2,44.05,EASIER
5,26.23,148.62,22,4,3,76.02,EASIER
5,26.54,205.7,19,1,1,62.08,EASIER
4,25.8,164.69,20,5,2,46.72,EASIER
1,96.56,40.86,2,0,0,76.91,HARDER
3,31.73,76.81,12,0,0,100.0,HARDER
1,70.27,46.19,3,1,0,44.16,SAME
4,25.0,182.34,20,5,3,59.66,EASIER
4,27.4,127.6,16,1,0,95.4,HARDER
2,39.74,67.35,8,2,0,45.04,SAME
4,25.0,180.4,21,6,1,55.15,SAME
5,29.21,224.29,21,3,1,59.32,EASIER
1,98.46,34.47,2,0,0,88.6,HARDER
2,38.5,73.75,7,1,1,63.46,EASIER
3,26.95,164.59,19,7,3,51.12,EASIER
4,34.83,144.34,15,0,0,78.71,HARDER
5,36.05,249.08,20,2,2,32.73,EASIER
1,64.82,45.49,3,1,1,80.51,SAME
4,25.0,250.0,26,11,8,61.02,EASIER
1,100.0,34.92,2,0,0,99.07,HARDER
2,48.8,39.03,6,0,0,100.0,HARDER
4,26.02,124.41,17,2,1,79.3,EASIER
5,25.0,300.0,26,8,6,42.21,EASIER
5,25.0,192.83,21,3,1,52.5,EASIER
4,35.51,111.6,16,1,0,83.5,EASIER
5,25.0,251.49,27,9,9,54.14,EASIER
1,65.02,36.33,3,1,0,60.05,SAME
5,33.15,228.29,21,3,2,66.24,EASIER
1,95.09,39.67,2,0,0,67.16,HARDER
5,25.0,195.82,20,2,1,92.25,EASIER
4,25.0,124.73,20,5,2,53.64,EASIER
1,100.0,20.0,2,0,0,84.59,HARDER
3,38.12,114.14,13,1,0,80.62,HARDER
3,30.95,95.41,13,1,0,100.0,HARDER
4,28.07,140.61,17,2,0,61.16,SAME
4,30.68,161.89,17,2,2,76.56,EASIER
2,46.65,44.36,6,0,0,65.6,HARDER
1,49.37,46.6,4,2,0,85.36,HARDER
4,28.4,149.21,18,3,1,48.9,EASIER
4,27.26,154.1,16,1,1,75.72,EASIER
4,25.0,200.57,22,7,2,53.02,EASIER
1,94.89,20.78,2,0,0,90.04,HARDER
2,30.3,73.18,10,4,2,62.81,EASIER
5,25.56,291.04,22,4,2,35.94,EASIER
4,25.0,180.55,19,4,1,42.85,SAME
4,31.7,137.77,16,1,0,70.94,HARDER
1,68.8,63.86,3,1,0,61.76,SAME
3,25.21,114.75,14,2,1,66.21,EASIER
1,99.5,34.91,2,0,0,79.69,HARDER
5,26.79,177.32,21,3,2,77.86,EASIER
3,30.74,93.11,13,1,1,67.45,EASIER
5,30.1,235.18,21,3,3,47.88,EASIER
5,26.78,232.68,22,4,1,54.55,SAME
3,25.0,121.27,16,4,3,62.04,EASIER
5,28.75,123.73,18,0,0,95.35,SAME
3,25.92,109.72,14,2,1,56.09,EASIER
5,25.0,287.04,24,6,4,33.16,EASIER
3,27.37,128.19,16,4,0,58.21,SAME
