current_difficulty,accuracy,response_time,total_attempts,mistakes,score,previous_score,difficulty_change
3,86.55,30.02,10,1,82.12,100.0,EASIER
3,60.87,26.67,15,6,62.51,57.75,SAME
3,79.94,28.95,15,3,73.94,89.3,HARDER
3,74.27,38.34,15,2,77.34,77.65,HARDER
2,37.13,32.94,13,10,40.68,62.09,EASIER
2,80.72,27.73,12,2,78.88,53.05,SAME
2,97.13,42.03,15,0,100.0,100.0,HARDER
2,93.53,55.65,15,2,87.38,58.34,SAME
2,70.98,62.32,14,4,68.53,75.78,SAME
1,74.25,44.19,12,3,72.83,88.57,SAME
3,68.26,14.66,17,4,64.76,38.93,SAME
3,38.73,36.77,12,6,34.61,30.01,EASIER
1,36.19,39.38,11,7,34.72,39.74,EASIER
1,67.7,27.14,16,3,61.65,70.93,SAME
3,46.6,21.9,14,9,51.28,41.51,EASIER
3,96.14,28.25,10,0,92.83,97.6,HARDER
1,72.59,20.04,10,4,69.78,78.89,SAME
1,83.67,32.34,17,2,72.6,81.54,HARDER
2,48.97,27.49,12,6,57.28,84.49,SAME
2,65.2,19.65,15,7,60.63,37.24,SAME
1,67.72,28.15,13,3,70.44,93.75,SAME
2,55.74,31.76,11,2,52.02,59.26,SAME
2,49.55,44.02,15,6,54.94,84.47,SAME
2,77.34,15.45,14,1,78.87,63.61,HARDER
3,38.47,48.83,15,9,36.76,39.29,EASIER
1,83.09,11.96,14,0,82.3,100.0,HARDER
2,75.67,30.76,10,2,78.55,100.0,HARDER
2,73.02,46.26,11,1,66.6,100.0,HARDER
2,91.4,28.83,15,1,80.03,48.05,HARDER
2,53.32,28.64,15,6,55.79,49.47,SAME
1,89.47,25.29,16,4,86.07,82.09,HARDER
1,69.7,63.54,13,3,71.38,78.8,SAME
2,63.87,23.93,11,3,61.6,60.23,SAME
3,80.56,31.14,15,2,79.74,70.34,SAME
3,99.22,33.49,11,0,92.48,85.72,HARDER
1,98.65,63.92,14,0,89.06,92.63,HARDER
1,34.21,51.19,10,5,35.86,58.5,EASIER
1,73.91,64.82,14,4,73.51,71.86,EASIER
1,97.97,23.34,11,0,100.0,100.0,HARDER
2,74.2,71.41,12,3,77.92,52.49,EASIER
3,79.98,37.46,11,3,77.79,81.59,HARDER
1,83.78,29.81,12,1,82.39,77.3,HARDER
2,65.32,24.76,13,5,64.48,82.64,SAME
2,100.0,59.54,17,0,100.0,90.63,HARDER
2,80.33,23.19,12,0,83.0,70.29,HARDER
1,84.94,26.16,10,1,84.22,69.53,HARDER
2,86.23,61.34,16,1,75.72,80.48,SAME
3,61.5,22.25,12,3,56.84,45.19,SAME
2,56.81,22.71,10,4,64.3,66.45,SAME
2,96.55,22.38,11,2,86.69,84.58,HARDER
2,47.38,20.29,15,8,44.96,53.46,EASIER
2,96.98,33.96,10,1,98.33,93.75,HARDER
2,91.73,14.07,12,1,89.07,98.54,HARDER
2,100.0,34.25,11,0,100.0,100.0,HARDER
1,77.63,34.41,12,1,68.14,51.73,SAME
1,91.77,32.86,16,0,94.72,100.0,HARDER
2,82.88,20.38,14,1,80.64,74.86,HARDER
3,57.1,30.0,11,5,56.73,46.78,SAME
3,49.16,25.98,17,9,54.59,65.93,EASIER
2,46.4,32.15,10,4,47.07,63.44,HARDER
1,81.93,32.38,12,1,76.29,70.25,HARDER
1,38.12,58.37,11,6,34.87,40.3,EASIER
3,85.12,30.79,14,0,81.99,80.49,HARDER
1,100.0,54.86,14,0,100.0,94.01,HARDER
3,95.86,20.89,17,2,93.06,100.0,HARDER
3,57.96,43.28,16,5,59.48,50.6,SAME
2,65.0,32.02,15,5,65.81,65.03,SAME
2,95.77,27.0,10,0,100.0,94.31,HARDER
2,59.87,45.25,14,4,60.78,75.73,SAME
1,75.43,27.71,12,2,77.36,85.42,HARDER
1,83.18,42.97,13,3,83.25,81.75,SAME
2,60.33,45.87,14,5,64.03,87.42,SAME
2,67.23,12.37,17,7,66.02,60.76,SAME
1,54.78,35.71,16,7,56.67,53.62,EASIER
2,80.1,31.63,17,4,81.93,72.69,SAME
2,92.67,13.34,14,2,97.39,90.93,HARDER
1,67.41,25.6,12,4,67.91,54.56,HARDER
3,56.22,26.44,16,6,58.43,64.9,SAME
2,76.75,31.28,12,1,78.4,78.25,HARDER
1,47.81,21.75,12,6,53.23,45.41,EASIER
3,66.44,41.96,16,6,65.75,70.2,SAME
2,69.29,98.6,17,6,74.16,72.58,EASIER
2,82.23,30.97,10,3,82.23,48.35,SAME
1,88.06,20.86,13,1,95.47,100.0,HARDER
1,57.19,48.59,16,7,59.92,44.99,EASIER
3,87.14,49.44,10,0,84.91,76.99,EASIER
1,60.58,13.9,10,4,57.59,65.05,SAME
1,75.09,40.78,12,3,76.61,46.53,SAME
2,94.57,48.01,15,0,94.43,100.0,HARDER
2,100.0,28.48,14,0,97.32,84.18,HARDER
3,93.03,41.58,14,0,89.48,86.93,HARDER
2,75.75,26.8,15,7,73.61,85.56,SAME
1,98.36,103.15,12,1,93.9,100.0,SAME
1,96.96,18.09,17,0,88.96,96.39,HARDER
1,51.3,22.69,12,4,53.67,57.99,SAME
3,59.88,48.15,14,6,61.7,58.08,EASIER
1,80.89,33.38,12,2,76.6,60.36,SAME
1,91.99,26.53,14,1,88.13,62.41,HARDER
3,77.89,21.99,14,4,88.92,92.36,HARDER
1,73.9,40.67,16,4,74.29,77.06,SAME
2,54.12,18.61,11,7,40.16,24.16,EASIER
2,96.75,20.41,16,1,100.0,100.0,HARDER
2,46.98,64.23,13,8,53.84,41.55,EASIER
3,91.48,25.02,17,0,92.7,100.0,HARDER
1,76.03,48.26,14,4,70.25,85.61,SAME
2,93.06,27.28,12,0,100.0,100.0,HARDER
1,87.13,23.16,17,0,89.92,61.5,HARDER
3,38.1,17.27,13,7,42.81,40.13,EASIER
3,65.44,18.72,15,4,68.98,63.38,SAME
2,82.2,100.65,14,2,86.72,100.0,SAME
1,55.86,30.29,12,5,58.77,51.35,EASIER
3,73.66,47.07,13,1,74.78,85.18,HARDER
1,50.47,35.36,12,6,49.32,34.24,EASIER
1,71.68,30.2,17,3,71.4,69.58,SAME
2,73.99,50.43,15,2,80.05,61.06,SAME
1,80.71,33.11,15,2,80.14,68.37,SAME
1,91.22,21.75,12,1,88.8,100.0,HARDER
3,98.06,37.29,13,0,86.05,93.16,HARDER
2,77.73,35.36,11,0,74.88,81.3,HARDER
1,66.21,39.06,13,6,64.66,38.66,EASIER
3,46.71,39.87,17,10,35.88,46.53,EASIER
3,100.0,38.22,12,0,100.0,100.0,HARDER
2,48.66,41.18,15,8,43.33,49.61,EASIER
2,70.74,63.28,17,7,65.27,51.63,EASIER
1,81.04,15.52,11,1,89.35,86.08,HARDER
3,100.0,35.5,16,1,100.0,91.43,HARDER
2,78.39,27.3,16,3,82.53,77.52,HARDER
2,80.66,31.06,17,2,70.7,67.46,HARDER
1,100.0,33.41,13,0,100.0,91.26,HARDER
3,67.99,30.54,17,6,66.65,77.71,SAME
3,72.55,39.39,11,2,76.02,78.31,HARDER
1,99.81,21.12,14,0,98.13,82.12,HARDER
3,85.58,65.47,16,2,77.19,74.3,SAME
1,77.31,28.73,15,4,75.09,79.54,SAME
2,89.95,51.04,16,0,90.15,48.63,SAME
3,91.14,30.31,14,1,92.62,82.76,HARDER
2,49.77,41.59,11,5,38.17,26.67,EASIER
2,79.0,40.12,14,3,78.13,93.83,HARDER
3,85.92,18.1,15,0,81.98,100.0,HARDER
3,100.0,15.62,13,0,100.0,93.72,HARDER
2,100.0,54.09,11,0,97.19,89.39,HARDER
1,61.12,26.97,11,3,61.47,68.55,SAME
2,100.0,19.54,14,0,97.84,100.0,HARDER
2,92.54,20.93,14,1,91.35,100.0,HARDER
1,77.2,23.44,14,3,75.99,71.91,SAME
1,98.98,32.63,17,1,100.0,95.31,HARDER
3,100.0,17.44,11,1,94.77,68.47,HARDER
2,61.75,18.4,17,4,60.94,40.17,SAME
3,67.97,29.72,17,4,64.71,77.48,SAME
2,100.0,30.79,16,0,90.99,90.42,HARDER
1,67.04,16.98,14,5,75.64,94.39,SAME
2,98.65,63.3,10,2,100.0,100.0,HARDER
2,86.27,19.69,14,2,74.83,94.62,HARDER
1,77.61,26.87,11,2,78.08,64.06,SAME
1,77.94,21.2,15,1,77.63,69.35,EASIER
2,100.0,20.72,11,0,95.12,81.53,HARDER
3,85.74,21.01,14,2,83.87,100.0,HARDER
3,73.79,31.31,17,3,75.19,49.29,SAME
2,70.86,25.88,17,4,75.86,61.71,SAME
1,74.43,34.56,12,3,70.02,95.07,SAME
2,78.58,30.87,17,4,80.23,100.0,HARDER
2,61.42,19.57,10,0,64.11,54.81,SAME
1,86.93,26.36,14,1,92.21,76.93,HARDER
1,79.37,27.68,12,2,78.49,100.0,HARDER
2,91.56,18.97,14,1,100.0,100.0,HARDER
2,79.27,42.04,14,1,79.51,63.23,SAME
1,59.51,33.8,15,4,70.49,71.84,HARDER
2,86.56,30.87,16,1,90.52,100.0,HARDER
2,73.75,36.29,12,5,70.27,75.73,SAME
1,75.22,22.44,14,2,84.01,81.02,HARDER
3,91.44,31.26,15,0,89.19,82.46,HARDER
2,82.2,14.21,13,4,74.33,42.7,SAME
1,89.07,31.7,17,0,81.59,69.23,HARDER
1,87.77,20.85,11,0,85.37,68.48,HARDER
1,82.73,23.29,10,0,84.3,81.43,HARDER
3,55.43,14.54,11,7,59.13,36.89,SAME
1,86.7,27.43,13,1,77.84,89.7,HARDER
3,60.62,24.37,12,4,60.38,57.91,SAME
2,95.92,23.05,12,1,100.0,99.74,HARDER
3,83.31,29.15,12,1,86.32,76.35,HARDER
1,61.33,23.35,12,5,60.8,73.25,SAME
2,93.45,30.32,12,0,89.25,83.07,HARDER
1,65.32,17.94,15,4,73.34,91.18,SAME
1,88.06,61.06,14,1,96.03,90.87,SAME
2,71.19,27.98,14,0,73.11,85.66,HARDER
1,63.64,61.27,15,5,65.17,72.5,EASIER
3,57.03,27.27,17,7,60.87,84.69,SAME
2,76.19,13.05,14,3,72.51,31.67,SAME
1,100.0,44.67,15,2,100.0,80.75,HARDER
1,89.35,39.62,17,2,90.78,66.0,SAME
2,81.79,24.63,11,2,89.05,77.41,HARDER
3,72.27,55.05,11,1,70.03,84.3,SAME
3,85.89,36.73,12,2,85.37,69.18,HARDER
2,97.36,34.34,16,0,100.0,94.7,HARDER
1,75.31,15.6,14,2,75.29,91.14,HARDER
2,81.1,21.14,12,2,81.01,90.64,HARDER
2,80.36,22.0,13,2,87.13,77.96,SAME
3,62.39,21.23,16,6,68.67,80.12,SAME
2,84.96,26.8,15,5,86.66,70.8,HARDER
3,89.06,22.12,15,1,96.62,95.49,HARDER
3,74.12,22.05,13,2,79.76,78.11,HARDER
2,86.37,29.38,16,3,86.63,87.35,HARDER
2,57.42,41.08,13,5,55.29,51.89,EASIER
3,68.91,43.22,15,3,70.28,60.48,SAME
1,52.54,36.91,14,5,45.41,28.99,EASIER
1,34.93,16.55,16,10,42.37,32.94,EASIER
2,36.4,42.7,15,9,37.7,34.06,EASIER
2,56.03,43.28,10,5,38.57,77.61,SAME
3,87.84,28.4,13,0,90.7,77.36,HARDER
1,98.46,20.22,13,1,100.0,100.0,HARDER
1,74.91,28.96,12,4,78.51,91.63,SAME
1,58.14,35.1,16,6,64.56,86.68,SAME
1,63.3,13.97,15,6,62.58,79.96,SAME
3,97.06,32.18,17,0,100.0,100.0,HARDER
3,61.62,20.97,12,4,48.29,70.1,SAME
1,66.76,29.45,13,3,67.39,54.11,SAME
1,79.98,30.38,13,1,81.4,99.08,HARDER
2,94.07,55.88,15,0,93.46,52.22,SAME
1,69.44,36.39,17,6,64.18,90.55,SAME
3,33.08,64.61,17,11,38.98,28.86,EASIER
1,82.07,27.48,15,2,81.84,68.65,SAME
3,63.72,23.93,10,3,60.71,48.55,SAME
2,61.11,48.7,16,5,58.78,46.55,EASIER
3,86.89,68.74,11,0,85.03,69.66,SAME
3,70.09,22.22,13,3,72.93,79.28,HARDER
1,78.79,16.49,12,3,72.47,66.02,SAME
2,57.64,24.91,11,5,59.83,67.25,SAME
2,84.49,55.32,17,3,82.52,75.02,SAME
1,77.69,120.0,15,1,82.46,89.13,EASIER
2,82.37,25.68,10,2,84.62,87.96,HARDER
1,73.59,66.84,15,4,73.18,65.46,EASIER
3,68.8,50.25,15,6,65.27,58.36,SAME
2,76.61,43.16,11,4,74.96,91.79,SAME
2,36.15,43.45,11,9,38.66,40.52,EASIER
1,53.09,46.93,11,4,50.89,43.73,EASIER
3,79.61,22.98,11,4,80.39,86.94,HARDER
2,94.99,32.83,17,0,94.05,97.03,HARDER
3,31.56,12.82,16,11,32.78,30.43,EASIER
2,64.57,24.4,16,4,58.92,68.64,SAME
2,100.0,47.69,12,0,100.0,95.53,HARDER
1,98.66,25.25,10,0,100.0,100.0,HARDER
2,44.56,25.24,14,7,54.5,52.0,EASIER
2,56.34,29.59,12,5,54.68,53.17,SAME
1,90.33,19.08,15,1,88.85,61.76,HARDER
1,63.08,39.6,11,4,63.51,51.47,SAME
3,75.67,44.12,13,3,77.45,62.7,SAME
1,55.34,29.86,13,6,62.92,77.83,SAME
1,100.0,27.48,14,0,91.05,95.06,HARDER
3,72.54,35.12,16,3,66.67,53.09,SAME
2,37.45,13.11,12,9,42.22,64.66,EASIER
3,59.12,23.63,17,8,49.86,55.91,SAME
3,81.44,50.84,14,2,76.98,87.24,HARDER
1,74.19,55.88,17,6,75.23,93.57,SAME
2,93.17,41.32,12,0,99.76,97.07,HARDER
2,83.19,31.61,11,1,91.94,74.74,HARDER
3,65.05,40.74,11,5,65.83,75.36,SAME
2,94.95,44.4,14,2,86.86,95.45,HARDER
1,94.11,41.8,11,1,86.3,70.77,HARDER
1,89.12,22.12,15,0,92.22,78.09,HARDER
2,54.47,26.88,11,4,52.56,42.03,SAME
1,48.95,12.77,13,8,42.19,77.29,SAME
1,85.15,23.71,15,1,89.69,75.36,HARDER
3,71.97,35.06,17,3,69.77,76.14,SAME
1,74.15,16.0,11,1,65.45,50.96,SAME
1,81.64,17.88,16,3,81.11,91.61,HARDER
3,59.61,25.17,13,5,58.76,66.6,SAME
2,100.0,64.56,17,0,91.9,86.63,HARDER
1,56.06,43.86,12,4,65.59,54.18,EASIER
1,94.54,29.01,14,0,97.07,84.19,HARDER
2,44.74,35.48,14,6,37.95,43.34,EASIER
2,69.24,35.64,11,3,66.38,76.64,SAME
3,59.05,23.18,15,7,60.66,62.46,SAME
2,88.35,26.47,17,1,91.55,55.5,HARDER
1,67.74,11.63,16,4,66.92,52.93,SAME
1,67.05,22.42,13,5,66.4,50.42,SAME
1,73.67,21.13,16,3,71.63,76.27,SAME
2,90.02,61.94,10,2,84.58,100.0,HARDER
3,82.44,37.38,11,1,79.49,96.52,HARDER
1,80.46,29.29,11,1,88.99,65.7,SAME
3,95.87,31.47,10,0,100.0,100.0,HARDER
1,67.94,17.07,16,3,70.11,61.02,HARDER
1,59.66,41.98,12,4,52.04,55.08,EASIER
3,92.96,21.04,12,2,88.03,77.91,HARDER
3,56.17,37.42,10,3,51.87,46.93,SAME
2,69.43,16.81,14,4,82.9,79.77,SAME
2,51.24,27.63,11,4,45.54,62.28,SAME
3,94.08,49.16,13,2,87.82,100.0,HARDER
3,70.99,63.9,12,5,72.64,37.71,HARDER
1,67.36,37.34,12,3,70.81,79.9,SAME
2,81.5,98.95,13,3,76.6,98.82,SAME
1,61.46,27.79,15,5,53.09,73.05,SAME
1,100.0,28.18,10,0,93.34,86.23,HARDER
3,72.7,34.68,17,5,67.3,57.43,SAME
1,56.55,41.77,16,6,61.46,51.73,EASIER
3,80.88,18.13,16,4,87.65,100.0,HARDER
2,67.06,44.62,17,7,62.95,79.31,SAME
2,97.71,26.63,16,0,93.15,82.25,HARDER
2,92.75,45.59,15,0,91.23,76.17,HARDER
3,100.0,21.75,14,2,100.0,92.1,HARDER
2,58.16,36.94,15,7,63.24,76.31,SAME
1,88.82,14.15,10,1,89.07,100.0,HARDER
2,90.77,8.0,16,2,93.37,94.14,HARDER
1,50.42,89.1,11,3,45.85,47.39,EASIER
3,89.21,25.44,17,2,76.48,61.09,HARDER
2,96.44,20.6,11,0,92.32,82.14,HARDER
2,100.0,108.05,10,0,100.0,80.11,SAME
1,77.27,22.99,14,4,78.67,57.58,SAME
1,69.73,34.6,14,3,76.01,56.24,SAME
1,53.27,42.23,14,6,58.36,73.94,EASIER
1,36.5,38.12,10,7,34.66,36.19,EASIER
2,64.89,39.14,13,1,68.93,38.15,SAME
2,84.87,31.78,10,1,84.75,100.0,HARDER
2,65.43,39.94,14,4,60.59,73.04,SAME
3,63.32,39.07,10,4,64.31,62.54,SAME
3,68.42,46.98,17,4,72.5,79.63,SAME
3,38.7,42.46,12,7,35.53,25.01,EASIER
1,97.94,26.83,14,0,100.0,72.46,HARDER
2,59.31,59.06,13,5,63.64,50.69,EASIER
1,65.09,28.75,13,6,61.8,77.58,SAME
2,79.53,17.77,12,0,80.54,98.7,HARDER
2,79.28,14.13,13,3,73.25,85.24,HARDER
2,99.74,27.56,13,1,100.0,78.28,HARDER
1,79.95,66.48,13,2,88.77,100.0,SAME
1,73.79,59.7,14,4,75.58,71.92,SAME
1,53.3,16.68,14,5,55.85,59.88,SAME
1,90.34,37.3,15,3,96.95,99.75,HARDER
3,58.1,55.67,15,6,60.81,58.15,EASIER
2,100.0,67.2,11,2,100.0,92.76,HARDER
3,50.59,30.34,12,6,59.28,69.34,SAME
1,80.31,11.3,16,4,78.61,56.91,SAME
3,100.0,21.91,17,0,96.67,83.05,HARDER
2,82.12,55.68,12,1,82.36,76.52,SAME
3,95.41,47.36,10,1,100.0,100.0,HARDER
2,57.87,15.68,15,5,51.89,65.6,SAME
2,80.96,120.0,12,3,78.87,62.69,EASIER
2,53.54,35.27,12,5,57.59,40.22,EASIER
2,68.75,41.65,11,3,66.19,54.2,SAME
3,71.89,22.46,15,4,74.08,76.74,HARDER
3,89.18,23.18,12,2,96.86,96.64,HARDER
1,64.78,25.56,16,5,63.99,48.39,SAME
3,52.55,24.49,12,5,58.69,59.87,SAME
1,69.17,37.2,12,5,70.53,95.43,SAME
2,79.39,39.35,17,4,70.71,64.57,SAME
2,97.53,57.36,11,0,87.29,95.39,HARDER
2,66.16,38.78,15,5,76.14,100.0,SAME
1,98.54,18.7,10,0,100.0,100.0,HARDER
3,51.53,43.61,11,5,45.47,30.12,EASIER
3,62.03,48.6,13,3,56.78,60.3,SAME
2,90.0,26.01,17,2,85.84,90.49,HARDER
2,75.23,29.65,17,3,71.91,70.59,SAME
1,77.32,43.02,14,2,87.42,85.27,SAME
1,43.13,23.56,14,7,31.01,38.28,EASIER
1,50.91,26.25,11,3,47.38,60.84,SAME
1,69.78,18.47,16,5,77.46,75.85,SAME
1,57.95,48.19,15,5,58.5,55.23,EASIER
2,42.31,26.84,10,7,35.25,53.3,EASIER
1,98.81,38.7,17,0,90.56,82.58,HARDER
1,69.43,15.23,13,3,61.36,70.33,SAME
3,63.33,40.28,16,4,63.31,86.95,SAME
3,100.0,23.16,15,0,100.0,100.0,HARDER
1,53.17,28.98,10,4,49.48,44.5,EASIER
2,80.6,43.45,13,1,87.64,100.0,HARDER
3,65.59,34.65,13,2,72.94,75.54,SAME
2,92.93,42.53,10,0,93.74,93.98,HARDER
1,77.27,28.02,16,4,80.27,76.97,SAME
1,58.08,31.74,16,5,64.65,57.22,EASIER
1,100.0,20.5,14,0,100.0,76.21,HARDER
3,75.79,34.45,12,3,65.36,68.56,SAME
1,32.49,47.19,13,9,35.64,19.64,EASIER
1,70.96,22.29,13,4,64.43,73.17,SAME
1,75.48,19.46,14,1,76.93,100.0,HARDER
3,43.17,22.2,13,9,44.78,41.5,EASIER
3,76.72,29.73,15,3,75.02,64.08,SAME
1,81.65,32.85,10,0,84.53,60.05,SAME
1,89.17,15.53,10,0,88.62,77.46,HARDER
3,72.87,24.67,10,1,70.23,51.09,HARDER
1,61.12,25.42,11,4,69.3,63.23,SAME
2,83.4,17.6,10,2,86.14,54.87,HARDER
2,66.91,39.25,13,5,65.63,16.06,EASIER
2,100.0,14.9,10,0,100.0,95.66,HARDER
2,77.9,29.39,16,3,78.1,94.53,HARDER
1,72.95,53.7,11,1,68.82,78.12,SAME
2,92.98,31.84,10,1,90.41,93.85,HARDER
1,82.33,33.74,14,3,79.37,69.15,SAME
3,60.54,18.7,14,5,57.24,57.85,SAME
2,100.0,27.83,11,1,100.0,100.0,HARDER
1,86.13,25.7,11,0,99.19,100.0,HARDER
2,70.46,37.75,16,6,78.47,79.35,SAME
1,84.32,30.37,11,0,81.88,68.2,HARDER
3,69.03,54.37,13,3,70.04,95.62,SAME
1,93.28,25.15,16,0,94.36,76.49,HARDER
3,48.39,35.28,17,9,56.23,59.53,EASIER
1,87.2,23.26,16,1,91.32,70.61,HARDER
1,71.59,15.15,16,6,72.31,54.1,SAME
2,78.34,25.81,11,2,83.93,98.97,EASIER
1,100.0,19.2,16,0,93.08,65.96,HARDER
1,57.74,27.48,17,5,53.46,51.52,SAME
1,55.85,31.68,16,5,54.73,72.85,SAME
2,95.11,45.46,15,1,100.0,95.04,HARDER
3,56.13,22.99,13,5,62.99,60.74,SAME
1,86.55,12.32,15,4,92.67,100.0,HARDER
2,100.0,68.03,14,0,100.0,100.0,HARDER
1,78.19,76.3,10,1,72.49,72.1,SAME
1,80.98,47.74,16,4,83.21,92.16,SAME
2,100.0,44.08,11,1,100.0,100.0,HARDER
2,65.55,54.88,12,3,60.17,69.22,SAME
1,100.0,11.42,16,0,100.0,96.06,HARDER
1,82.75,33.21,15,0,87.17,85.37,SAME
1,68.74,22.85,17,3,72.13,80.65,SAME
3,89.06,59.34,12,2,87.18,86.31,HARDER
2,74.52,67.59,15,2,66.15,71.05,SAME
1,100.0,33.93,11,0,100.0,84.43,HARDER
2,65.84,44.95,17,3,66.05,65.16,SAME
2,59.05,35.39,10,5,62.37,56.5,SAME
1,100.0,33.13,13,0,99.07,54.24,HARDER
2,71.33,27.83,16,3,73.08,84.08,SAME
1,49.7,16.46,12,4,39.09,36.32,SAME
1,69.33,37.05,12,4,75.18,100.0,SAME
3,68.87,29.77,14,4,68.29,50.77,SAME
1,85.68,22.07,11,1,83.7,100.0,HARDER
1,49.06,28.22,11,5,47.98,45.36,EASIER
3,76.71,43.03,11,3,76.62,100.0,HARDER
1,91.82,38.34,10,0,90.48,70.74,HARDER
3,57.27,23.75,11,3,59.86,67.3,SAME
2,87.12,36.95,17,2,85.98,95.62,HARDER
1,100.0,58.97,13,0,100.0,90.39,HARDER
2,72.64,34.7,12,3,67.87,46.02,SAME
3,99.87,41.83,10,2,98.38,100.0,HARDER
3,64.49,28.45,13,5,68.36,100.0,SAME
1,55.33,43.58,14,8,53.63,49.01,EASIER
3,100.0,20.29,17,0,100.0,97.23,HARDER
1,81.39,31.92,11,0,82.07,45.86,SAME
1,67.84,63.26,12,5,65.48,72.64,EASIER
3,56.14,26.42,16,7,51.77,58.34,SAME
1,96.75,24.09,15,0,100.0,100.0,SAME
1,55.84,28.14,11,6,64.92,66.16,EASIER
3,55.04,81.76,15,6,51.44,44.35,EASIER
1,66.4,55.92,12,4,70.05,66.4,EASIER
1,65.27,46.59,11,2,69.0,61.78,SAME
1,78.39,25.04,13,4,84.13,93.37,SAME
2,100.0,17.11,12,0,100.0,77.26,HARDER
2,81.02,46.83,12,2,76.28,86.45,SAME
3,60.73,14.02,15,5,64.07,62.42,SAME
2,58.01,11.33,15,6,60.7,48.55,SAME
2,72.94,42.14,16,6,71.85,64.05,SAME
2,45.44,39.65,16,10,38.77,14.34,EASIER
2,58.48,26.56,14,7,53.38,47.0,EASIER
3,74.37,25.22,13,2,79.65,77.38,HARDER
3,80.33,20.18,15,4,84.79,86.0,HARDER
2,68.01,40.1,16,6,66.79,58.69,SAME
3,76.37,26.5,13,2,69.74,85.41,HARDER
2,53.74,33.66,14,7,52.62,49.91,EASIER
3,61.79,62.56,15,6,67.95,46.57,EASIER
3,85.25,23.16,13,1,78.25,91.95,HARDER
2,75.41,43.56,11,3,81.53,91.78,SAME
2,77.56,34.85,17,4,74.71,51.7,SAME
1,69.35,52.09,15,4,76.71,78.52,SAME
3,75.59,41.19,14,2,76.76,44.67,SAME
3,57.78,23.09,16,6,59.77,72.69,SAME
1,100.0,23.63,17,0,97.88,86.22,HARDER
1,62.44,21.48,13,5,60.46,44.72,EASIER
1,49.56,15.14,11,5,60.92,70.74,SAME
2,54.16,29.24,11,4,44.01,51.26,SAME
1,82.11,71.0,10,1,83.77,72.51,SAME
1,68.91,26.15,16,5,71.12,66.57,SAME
1,46.06,22.54,12,6,36.82,25.65,EASIER
2,84.08,53.87,10,0,79.41,92.8,HARDER
3,75.33,24.36,14,5,83.8,85.92,HARDER
1,85.67,12.29,12,2,76.1,55.69,HARDER
1,56.3,70.4,12,4,50.38,55.86,EASIER
1,74.96,53.29,13,3,80.24,72.5,SAME
3,72.34,45.02,14,3,72.94,74.34,SAME
3,79.84,31.19,17,4,76.87,63.52,SAME
3,73.53,22.12,15,3,80.04,68.18,HARDER
3,80.79,34.85,10,3,83.71,97.17,HARDER
3,52.61,53.45,13,7,48.75,34.84,EASIER
2,38.56,19.9,17,10,38.79,64.16,EASIER
1,81.22,39.54,16,3,88.71,99.63,SAME
3,84.75,27.65,15,2,82.99,100.0,HARDER
1,97.45,30.53,11,0,100.0,56.46,HARDER
2,85.83,19.23,12,3,88.74,77.94,HARDER
1,75.63,9.1,13,3,86.88,100.0,HARDER
1,77.97,20.41,14,4,85.03,86.63,SAME
1,75.75,37.55,12,2,77.18,95.23,SAME
1,63.06,39.46,15,7,67.99,65.28,EASIER
2,100.0,18.81,14,1,100.0,96.03,HARDER
3,58.05,51.46,10,4,56.25,60.25,SAME
2,79.59,38.73,13,1,75.61,81.86,HARDER
2,74.24,20.56,17,6,83.55,70.34,SAME
3,49.51,15.52,13,5,48.37,55.82,HARDER
3,51.09,74.98,12,3,47.02,39.36,EASIER
2,86.33,39.11,16,0,96.35,100.0,HARDER
1,100.0,59.5,10,0,93.29,88.72,HARDER
2,76.78,31.71,17,2,79.71,72.45,HARDER
1,88.12,23.84,15,3,86.75,90.77,HARDER
2,100.0,18.46,11,0,100.0,90.4,EASIER
2,63.37,43.33,16,5,68.63,100.0,SAME
2,66.99,44.12,17,6,66.88,69.96,SAME
1,65.91,13.46,11,2,67.09,67.36,SAME
2,100.0,20.07,15,0,86.66,100.0,HARDER
3,20.0,93.33,11,7,23.16,17.16,EASIER
2,70.3,9.46,10,3,66.93,65.04,HARDER
2,88.21,28.95,13,3,85.35,70.79,HARDER
1,69.95,45.3,17,7,68.98,77.62,EASIER
2,69.59,15.08,11,2,82.72,93.42,HARDER
3,100.0,47.83,14,0,100.0,100.0,HARDER
2,77.94,32.65,17,3,73.33,90.69,HARDER
1,42.73,17.23,13,8,39.7,57.11,EASIER
2,57.57,32.98,17,7,64.02,76.0,SAME
1,69.41,37.51,16,4,63.46,61.17,SAME
1,100.0,21.93,16,0,99.26,92.14,HARDER
1,76.53,19.94,10,1,75.3,81.3,EASIER
1,43.72,26.86,17,9,43.61,46.23,EASIER
3,95.28,20.52,11,0,99.32,87.46,HARDER
3,59.5,16.27,10,2,70.84,82.39,HARDER
1,66.7,17.23,10,4,64.25,58.53,SAME
1,33.9,120.0,11,7,32.31,19.0,EASIER
2,57.51,38.48,15,7,62.49,57.04,EASIER
3,85.31,39.93,17,2,81.29,75.26,HARDER
3,92.61,26.51,14,0,92.05,76.43,HARDER
1,58.14,42.04,10,5,51.83,45.42,EASIER
2,32.11,47.19,12,6,37.58,31.18,EASIER
2,41.39,16.52,12,5,41.68,27.52,EASIER
3,73.47,26.16,10,3,76.27,95.1,HARDER
