puzzle_pieces,accuracy,response_time,attempts,mistakes,previous_score,current_level,difficulty_change
9,81.42,30.57,12,2,84.89,3,HARDER
6,99.36,9.58,6,0,100.0,2,HARDER
9,70.33,23.7,18,4,58.22,3,SAME
4,78.24,8.43,5,1,96.78,1,HARDER
4,100.0,11.46,4,0,100.0,1,HARDER
9,60.59,24.0,20,6,49.25,3,EASIER
4,99.41,7.47,4,0,96.71,1,HARDER
12,98.23,14.57,14,0,100.0,4,HARDER
9,91.66,23.94,11,1,92.75,3,HARDER
16,71.79,55.82,25,6,53.7,5,EASIER
6,99.61,21.96,6,0,88.61,2,HARDER
9,98.54,18.53,9,0,90.16,3,HARDER
9,89.48,14.78,10,1,81.73,3,HARDER
9,81.61,11.89,13,2,88.98,3,HARDER
4,98.51,14.13,4,0,100.0,1,HARDER
12,75.76,30.99,17,4,66.37,4,EASIER
16,74.82,32.51,23,5,54.98,5,EASIER
4,78.82,8.11,8,1,91.82,1,HARDER
6,87.65,26.07,7,1,100.0,2,HARDER
16,92.27,22.88,18,1,95.87,5,HARDER
9,89.78,14.96,10,1,100.0,3,HARDER
6,99.37,26.76,6,0,91.35,2,HARDER
4,98.76,13.4,4,0,100.0,1,HARDER
6,99.16,19.45,6,0,100.0,2,HARDER
9,89.39,21.8,11,1,85.81,3,HARDER
9,74.66,19.56,12,3,80.08,3,HARDER
12,70.8,33.92,20,5,51.81,4,EASIER
9,81.82,23.12,13,2,88.74,3,SAME
12,79.61,41.26,18,3,73.17,4,SAME
9,75.37,19.41,12,3,73.68,3,SAME
6,66.32,38.98,11,3,87.54,2,EASIER
9,72.14,21.03,17,3,72.05,3,EASIER
9,80.89,18.62,17,2,72.73,3,HARDER
12,85.83,37.24,17,2,82.59,4,SAME
16,88.38,29.48,20,2,80.99,5,HARDER
4,67.4,16.16,7,2,79.63,1,SAME
4,99.72,16.97,4,0,77.72,1,HARDER
12,80.83,40.67,17,3,64.19,4,SAME
9,75.7,26.67,16,3,65.06,3,EASIER
16,68.3,43.58,26,7,32.47,5,EASIER
12,71.35,32.58,18,5,59.72,4,EASIER
9,75.34,29.02,13,3,71.82,3,SAME
9,90.19,24.08,10,1,89.32,3,HARDER
16,77.74,25.86,25,5,52.82,5,SAME
16,65.64,46.72,31,8,35.04,5,EASIER
6,100.0,14.66,7,0,100.0,2,HARDER
12,73.56,31.81,20,4,58.26,4,EASIER
6,74.08,13.18,10,2,77.7,2,HARDER
6,84.08,28.85,7,1,76.98,2,HARDER
4,100.0,8.03,4,0,100.0,1,HARDER
9,82.73,33.62,12,2,73.99,3,SAME
16,71.62,29.15,26,6,44.62,5,EASIER
6,99.05,12.23,6,0,94.53,2,HARDER
4,66.64,27.17,8,2,75.67,1,SAME
16,73.79,43.46,26,6,57.69,5,SAME
4,80.07,11.0,5,1,99.6,1,HARDER
6,74.67,17.24,9,2,91.8,2,HARDER
4,80.29,15.87,6,1,91.27,1,HARDER
6,97.84,15.45,6,0,100.0,2,HARDER
6,99.71,17.47,6,0,100.0,2,HARDER
12,92.84,12.65,15,1,90.7,4,HARDER
12,90.8,16.9,13,1,100.0,4,HARDER
9,91.63,17.01,12,1,96.25,3,HARDER
16,82.23,30.4,22,4,61.16,5,SAME
9,91.24,15.32,13,1,90.5,3,HARDER
6,77.2,14.59,8,2,95.94,2,SAME
6,83.99,21.16,7,1,90.46,2,HARDER
9,69.07,20.77,18,4,55.54,3,EASIER
6,66.02,23.11,11,3,72.46,2,SAME
4,66.77,12.71,7,2,83.2,1,HARDER
16,59.09,70.67,32,11,4.29,5,EASIER
16,93.4,29.52,17,1,91.85,5,HARDER
16,85.44,30.59,21,3,65.68,5,HARDER
12,74.27,20.51,17,4,68.46,4,SAME
16,84.18,29.83,21,3,67.03,5,SAME
16,81.38,25.49,23,4,70.48,5,HARDER
16,89.3,30.47,20,2,86.7,5,HARDER
9,74.31,29.9,14,3,85.87,3,SAME
12,92.86,16.06,14,1,96.53,4,HARDER
9,75.05,16.72,15,3,68.56,3,SAME
9,89.56,21.03,11,1,100.0,3,HARDER
16,84.09,26.83,23,3,73.72,5,HARDER
4,100.0,16.98,4,0,92.54,1,HARDER
9,100.0,11.41,10,0,100.0,3,HARDER
6,98.95,19.9,7,0,82.49,2,HARDER
9,81.69,24.8,13,2,74.81,3,HARDER
6,100.0,17.7,7,0,100.0,2,HARDER
4,79.72,13.83,5,1,88.61,1,HARDER
12,79.97,15.88,17,3,76.32,4,HARDER
9,70.07,27.07,16,4,56.9,3,EASIER
16,83.31,27.48,21,3,73.04,5,SAME
6,75.4,15.15,8,2,91.98,2,SAME
4,100.0,15.35,4,0,100.0,1,HARDER
12,86.3,35.22,20,2,69.94,4,SAME
12,70.24,32.46,24,5,49.73,4,EASIER
4,100.0,19.4,4,0,100.0,1,HARDER
4,100.0,14.14,4,0,100.0,1,HARDER
9,91.33,12.74,10,1,89.73,3,HARDER
6,99.65,15.58,7,0,82.85,2,HARDER
4,99.53,9.79,4,0,88.56,1,HARDER
9,76.22,19.35,14,3,79.03,3,SAME
16,64.94,32.74,28,8,27.64,5,EASIER
12,66.59,36.45,20,6,53.34,4,EASIER
6,99.84,11.64,6,0,100.0,2,HARDER
16,66.41,42.02,29,8,27.98,5,EASIER
4,81.54,19.44,6,1,95.34,1,HARDER
9,88.51,12.13,11,1,71.23,3,HARDER
9,90.52,14.92,10,1,86.8,3,HARDER
16,76.37,38.82,23,5,64.36,5,SAME
16,76.23,52.89,27,5,62.77,5,SAME
9,82.16,20.5,13,2,90.73,3,HARDER
9,80.11,10.93,17,2,75.41,3,SAME
4,99.81,16.71,4,0,100.0,1,HARDER
6,99.69,13.9,6,0,100.0,2,HARDER
16,69.0,36.21,25,7,45.28,5,SAME
9,99.6,17.64,9,0,100.0,3,HARDER
12,79.13,28.75,18,3,73.3,4,SAME
9,73.43,15.78,14,3,77.41,3,SAME
6,75.33,18.02,8,2,100.0,2,HARDER
16,83.28,26.35,20,3,79.21,5,SAME
12,81.51,15.69,19,3,74.82,4,HARDER
6,66.53,21.53,10,3,75.57,2,EASIER
12,79.16,33.49,17,3,71.4,4,SAME
12,79.26,19.47,17,3,76.47,4,HARDER
6,84.54,28.28,7,1,90.49,2,HARDER
4,66.69,15.6,8,2,92.85,1,SAME
4,79.72,13.71,6,1,89.42,1,HARDER
12,76.7,32.18,17,4,59.87,4,EASIER
12,100.0,18.63,12,0,100.0,4,HARDER
9,64.09,56.11,16,5,71.91,3,EASIER
12,80.86,23.06,17,3,68.44,4,HARDER
6,59.93,15.97,12,4,74.95,2,EASIER
16,99.04,21.72,17,0,100.0,5,HARDER
12,71.48,47.88,19,5,54.71,4,EASIER
9,75.65,25.33,12,3,79.52,3,SAME
9,81.37,27.32,14,2,78.23,3,SAME
9,81.15,32.86,11,2,83.46,3,SAME
9,99.22,11.13,9,0,100.0,3,HARDER
6,67.92,17.99,12,3,53.58,2,SAME
4,67.97,12.35,8,2,93.32,1,SAME
9,75.47,35.66,13,3,89.27,3,SAME
4,100.0,11.06,4,0,100.0,1,HARDER
9,81.68,19.35,12,2,79.27,3,HARDER
4,77.88,10.81,6,1,93.69,1,HARDER
9,98.78,15.0,9,0,100.0,3,HARDER
12,69.48,35.13,23,5,51.07,4,EASIER
12,93.44,24.04,16,1,80.33,4,HARDER
6,100.0,12.43,6,0,98.33,2,HARDER
6,84.53,15.28,7,1,75.5,2,HARDER
9,75.85,23.52,12,3,77.86,3,SAME
9,74.54,15.8,17,3,75.93,3,HARDER
12,68.36,25.89,20,5,58.11,4,EASIER
4,99.65,12.58,4,0,99.45,1,HARDER
4,80.24,15.11,6,1,87.04,1,HARDER
9,79.81,26.44,12,2,91.57,3,HARDER
16,67.65,93.9,29,8,39.93,5,EASIER
6,67.53,40.7,11,3,82.14,2,EASIER
16,72.09,50.11,26,6,49.91,5,HARDER
6,84.52,19.32,9,1,85.34,2,HARDER
4,99.53,19.66,4,0,100.0,1,HARDER
6,75.01,12.98,8,2,87.74,2,HARDER
9,74.76,26.31,14,3,79.92,3,SAME
16,81.14,36.01,22,4,74.13,5,SAME
4,100.0,13.63,4,0,96.28,1,HARDER
9,100.0,17.52,10,0,99.77,3,HARDER
6,99.16,10.3,6,0,100.0,2,HARDER
9,89.05,20.28,12,1,85.84,3,HARDER
4,79.36,12.6,5,1,100.0,1,HARDER
6,58.99,30.38,12,4,52.6,2,EASIER
9,100.0,28.71,9,0,93.01,3,HARDER
6,76.27,16.83,9,2,92.43,2,SAME
12,74.87,34.16,20,4,61.23,4,EASIER
4,57.64,23.73,7,3,67.33,1,EASIER
6,84.7,16.73,7,1,97.05,2,HARDER
12,100.0,17.2,13,0,100.0,4,HARDER
16,95.69,22.05,18,1,89.86,5,EASIER
12,82.67,28.42,18,2,79.78,4,HARDER
16,69.09,38.94,31,7,36.25,5,EASIER
9,89.54,26.31,13,1,89.31,3,HARDER
12,99.6,14.89,12,0,93.81,4,HARDER
16,75.45,35.98,26,5,52.13,5,SAME
6,66.06,21.59,10,3,71.74,2,EASIER
9,69.46,39.78,16,4,56.82,3,EASIER
9,89.92,22.81,11,1,91.92,3,HARDER
12,70.64,30.31,18,5,69.27,4,SAME
12,82.18,25.71,16,3,84.76,4,HARDER
12,85.32,22.68,15,2,86.15,4,HARDER
9,90.27,20.9,11,1,98.34,3,HARDER
16,74.17,38.27,24,6,61.24,5,EASIER
16,83.84,32.36,26,3,72.88,5,SAME
12,92.76,13.7,14,1,83.09,4,HARDER
6,76.18,18.95,8,2,83.64,2,HARDER
9,98.44,14.69,9,0,94.06,3,HARDER
9,88.57,17.89,10,1,94.2,3,HARDER
16,76.32,27.77,24,5,50.8,5,EASIER
16,64.62,40.36,29,9,15.89,5,EASIER
12,66.86,23.63,24,6,39.49,4,EASIER
4,99.73,7.89,4,0,95.05,1,HARDER
9,100.0,15.6,9,0,100.0,3,HARDER
9,100.0,11.06,10,0,96.83,3,HARDER
12,87.37,21.69,15,2,93.96,4,HARDER
12,98.51,17.3,12,0,100.0,4,HARDER
9,68.68,37.24,15,4,68.08,3,EASIER
12,85.26,17.84,16,2,78.24,4,HARDER
16,75.07,29.75,25,5,53.45,5,SAME
12,85.73,19.69,15,2,81.88,4,HARDER
4,80.13,12.8,6,1,99.5,1,HARDER
4,79.11,14.59,5,1,100.0,1,EASIER
12,79.8,42.71,17,3,81.94,4,SAME
9,81.28,9.95,12,2,82.56,3,HARDER
16,84.61,21.68,23,3,74.99,5,SAME
6,67.29,13.04,12,3,68.54,2,SAME
16,76.19,28.59,24,5,55.76,5,EASIER
6,85.96,27.82,8,1,95.18,2,HARDER
6,84.16,17.12,8,1,87.21,2,HARDER
12,79.99,36.29,17,3,68.69,4,EASIER
6,86.44,16.3,9,1,85.96,2,HARDER
4,100.0,10.88,4,0,100.0,1,HARDER
9,89.31,14.9,11,1,97.73,3,HARDER
12,100.0,20.94,13,0,92.5,4,HARDER
4,78.31,13.19,6,1,87.03,1,HARDER
4,99.27,16.16,4,0,100.0,1,HARDER
9,82.87,19.43,12,2,93.45,3,HARDER
9,73.58,21.78,15,3,81.6,3,SAME
16,77.51,48.18,21,5,69.49,5,EASIER
6,74.29,13.26,8,2,98.53,2,HARDER
12,86.56,20.25,16,2,82.82,4,HARDER
4,78.81,9.56,5,1,84.31,1,HARDER
16,73.46,37.22,29,6,45.24,5,EASIER
12,81.11,16.22,17,3,74.84,4,SAME
6,100.0,12.47,6,0,100.0,2,HARDER
16,84.25,50.9,20,3,70.88,5,HARDER
4,100.0,16.7,4,0,100.0,1,HARDER
9,81.41,15.82,12,2,86.31,3,HARDER
4,78.42,13.63,6,1,100.0,1,HARDER
4,99.27,7.32,4,0,91.5,1,HARDER
6,100.0,18.61,7,0,91.07,2,HARDER
12,81.82,32.94,16,3,87.15,4,EASIER
16,88.66,19.12,22,2,83.19,5,SAME
12,75.13,38.33,21,4,65.34,4,EASIER
12,87.17,24.48,15,2,81.79,4,SAME
9,60.61,29.77,17,6,48.86,3,EASIER
4,80.91,9.32,6,1,95.44,1,HARDER
9,81.65,27.04,11,2,82.22,3,HARDER
9,98.92,11.11,10,0,96.41,3,HARDER
9,90.46,18.09,13,1,93.49,3,HARDER
6,99.09,10.15,6,0,100.0,2,HARDER
6,99.46,15.11,6,0,98.22,2,HARDER
16,76.23,41.23,24,5,58.43,5,EASIER
9,65.73,28.05,19,5,58.59,3,EASIER
9,73.39,14.48,14,3,64.89,3,SAME
12,93.13,25.68,13,1,100.0,4,HARDER
4,99.71,11.64,4,0,100.0,1,HARDER
4,100.0,13.33,4,0,100.0,1,HARDER
16,72.49,30.79,25,6,53.86,5,EASIER
12,85.58,22.94,18,2,83.19,4,HARDER
4,100.0,11.19,4,0,100.0,1,HARDER
16,59.82,57.44,35,10,0.0,5,EASIER
16,83.97,20.44,19,3,75.57,5,HARDER
12,71.22,30.67,24,5,61.53,4,EASIER
4,80.93,17.77,5,1,99.34,1,HARDER
12,86.38,41.29,18,2,67.98,4,SAME
4,66.15,15.12,8,2,73.0,1,SAME
6,84.83,14.15,7,1,93.09,2,HARDER
12,84.98,25.46,16,2,89.32,4,HARDER
4,99.61,18.19,4,0,92.93,1,HARDER
4,100.0,12.53,5,0,100.0,1,HARDER
6,98.98,14.21,6,0,97.38,2,HARDER
16,71.43,36.43,24,6,78.39,5,EASIER
9,81.51,28.62,11,2,81.63,3,HARDER
9,67.86,22.79,16,4,67.91,3,EASIER
4,99.96,12.73,4,0,98.68,1,HARDER
6,86.56,25.47,8,1,75.43,2,HARDER
9,90.49,12.13,10,1,95.26,3,HARDER
4,100.0,9.86,4,0,95.54,1,HARDER
12,80.18,24.79,15,3,70.78,4,SAME
6,86.11,32.89,7,1,100.0,2,HARDER
12,99.22,18.96,12,0,100.0,4,HARDER
12,99.37,14.68,13,0,94.72,4,HARDER
12,86.67,20.03,19,2,83.82,4,HARDER
9,100.0,22.71,9,0,100.0,3,HARDER
6,86.58,25.86,9,1,99.71,2,EASIER
4,80.14,18.15,5,1,87.79,1,SAME
16,90.54,27.16,21,2,87.96,5,HARDER
9,89.51,15.71,11,1,88.64,3,HARDER
6,86.2,17.62,7,1,100.0,2,HARDER
6,100.0,11.59,6,0,100.0,2,HARDER
6,65.62,26.59,11,3,71.14,2,SAME
6,74.52,14.59,9,2,79.6,2,HARDER
6,67.87,21.36,10,3,74.47,2,SAME
12,80.95,33.83,16,3,67.96,4,SAME
16,76.21,32.98,26,5,57.25,5,EASIER
4,79.81,6.01,5,1,93.61,1,HARDER
16,76.27,23.52,26,5,51.4,5,EASIER
4,79.94,15.92,5,1,98.34,1,HARDER
6,99.7,19.29,6,0,96.44,2,HARDER
12,81.04,31.65,15,3,72.53,4,HARDER
9,66.16,35.24,19,5,66.18,3,EASIER
12,70.0,21.5,17,5,55.38,4,EASIER
9,68.79,18.93,18,4,72.4,3,SAME
16,69.45,25.25,27,7,41.46,5,EASIER
9,89.66,16.83,10,1,90.66,3,HARDER
12,80.88,19.66,16,3,79.99,4,HARDER
16,83.46,39.82,21,3,87.64,5,HARDER
4,79.27,14.25,6,1,100.0,1,HARDER
16,67.47,78.91,25,7,60.22,5,EASIER
12,69.26,39.68,21,5,52.05,4,EASIER
12,79.72,25.63,20,3,66.21,4,SAME
9,100.0,17.59,9,0,100.0,3,HARDER
9,75.13,16.79,13,3,70.71,3,SAME
6,87.51,18.2,7,1,84.34,2,HARDER
4,79.58,21.12,5,1,100.0,1,HARDER
6,99.56,12.83,6,0,97.6,2,HARDER
9,89.17,21.53,12,1,93.53,3,HARDER
4,100.0,11.24,4,0,90.69,1,HARDER
12,90.57,16.5,15,1,77.69,4,HARDER
6,100.0,12.65,7,0,88.75,2,HARDER
6,85.26,17.1,8,1,92.83,2,HARDER
9,74.76,21.21,14,3,77.86,3,SAME
4,97.3,12.27,4,0,100.0,1,HARDER
6,73.36,26.05,12,2,78.78,2,SAME
9,89.44,12.92,12,1,85.87,3,HARDER
12,66.25,31.76,25,6,30.9,4,EASIER
16,79.46,34.1,24,4,68.42,5,SAME
12,63.23,32.11,27,7,40.72,4,EASIER
16,78.96,18.83,20,4,78.53,5,HARDER
9,63.41,23.51,18,5,51.6,3,EASIER
4,100.0,12.0,4,0,95.5,1,HARDER
16,69.15,52.23,24,7,57.39,5,EASIER
4,100.0,13.33,4,0,93.58,1,HARDER
12,70.78,23.37,25,5,54.57,4,SAME
12,80.28,49.3,20,3,69.07,4,EASIER
9,90.28,9.55,10,1,88.9,3,HARDER
16,74.16,43.63,27,6,41.88,5,EASIER
9,81.53,25.22,11,2,85.73,3,HARDER
9,81.69,20.97,12,2,84.79,3,HARDER
9,90.49,21.38,12,1,87.24,3,HARDER
12,88.05,22.53,15,2,84.6,4,HARDER
4,79.12,19.44,5,1,100.0,1,HARDER
4,100.0,9.21,4,0,100.0,1,HARDER
4,57.49,20.38,9,3,75.81,1,EASIER
16,85.75,22.42,21,3,75.54,5,HARDER
9,82.58,15.97,12,2,81.52,3,HARDER
4,100.0,9.1,4,0,100.0,1,HARDER
9,74.81,20.99,13,3,80.0,3,SAME
9,81.08,23.91,13,2,79.84,3,HARDER
12,75.53,37.37,18,4,62.11,4,HARDER
4,98.58,11.03,4,0,100.0,1,HARDER
16,85.17,21.51,24,3,74.54,5,SAME
9,75.06,26.56,16,3,82.46,3,SAME
4,79.99,21.92,5,1,84.08,1,HARDER
16,84.48,43.87,24,3,68.33,5,SAME
12,75.26,25.87,19,4,71.1,4,SAME
16,64.26,35.05,29,9,15.25,5,EASIER
16,76.53,30.54,22,5,74.2,5,SAME
12,100.0,20.5,13,0,97.5,4,HARDER
4,99.13,9.95,4,0,100.0,1,HARDER
4,100.0,14.67,4,0,100.0,1,HARDER
12,80.09,23.9,16,3,69.69,4,HARDER
4,79.62,15.8,5,1,82.55,1,SAME
6,86.35,14.01,10,1,90.5,2,HARDER
4,100.0,9.77,4,0,95.73,1,HARDER
9,81.09,22.98,11,2,94.17,3,HARDER
6,87.87,21.49,7,1,100.0,2,HARDER
12,93.83,15.08,15,1,91.75,4,HARDER
16,74.75,37.35,22,5,46.88,5,SAME
12,75.49,27.56,19,4,68.41,4,EASIER
16,79.41,23.66,25,4,61.49,5,SAME
9,82.12,16.85,12,2,88.02,3,HARDER
16,88.2,38.08,20,2,82.74,5,HARDER
16,88.99,30.56,19,2,91.19,5,HARDER
16,80.69,29.66,22,4,73.72,5,SAME
6,84.54,17.31,7,1,96.6,2,HARDER
16,82.69,29.14,22,3,76.93,5,HARDER
9,100.0,23.43,9,0,100.0,3,HARDER
12,70.03,31.42,21,5,48.79,4,EASIER
4,81.2,14.37,5,1,93.64,1,SAME
6,100.0,10.82,6,0,87.49,2,HARDER
6,100.0,13.54,7,0,91.42,2,HARDER
6,100.0,9.96,6,0,100.0,2,HARDER
12,67.44,72.69,19,6,53.1,4,EASIER
9,68.42,29.93,19,4,61.59,3,EASIER
16,73.47,65.45,26,6,54.56,5,EASIER
16,81.49,26.09,20,3,85.95,5,HARDER
16,69.52,30.99,27,7,48.33,5,EASIER
9,100.0,12.46,10,0,95.43,3,HARDER
6,86.9,18.79,8,1,88.58,2,HARDER
6,98.65,14.73,6,0,89.02,2,HARDER
16,81.43,26.18,21,4,67.44,5,SAME
4,79.55,10.12,6,1,77.2,1,HARDER
16,65.11,48.62,28,8,35.76,5,EASIER
9,74.46,22.16,15,3,68.8,3,EASIER
4,79.01,20.33,5,1,96.33,1,HARDER
12,85.52,28.23,16,2,92.64,4,HARDER
6,85.58,9.41,7,1,89.48,2,HARDER
9,82.56,36.27,11,2,89.03,3,SAME
16,73.1,41.88,25,6,53.56,5,EASIER
4,80.84,18.33,6,1,96.7,1,HARDER
9,99.06,12.09,9,0,100.0,3,HARDER
12,75.73,51.81,18,4,75.08,4,SAME
4,100.0,14.09,4,0,91.48,1,HARDER
4,100.0,9.32,4,0,90.91,1,HARDER
4,100.0,10.94,4,0,98.93,1,HARDER
12,99.81,22.01,13,0,100.0,4,HARDER
6,99.19,17.63,8,0,95.78,2,HARDER
12,74.36,36.39,19,4,59.4,4,SAME
6,86.63,15.06,9,1,88.48,2,HARDER
16,85.06,17.92,24,3,77.14,5,HARDER
12,79.81,39.35,17,3,79.23,4,SAME
12,79.33,32.99,16,3,88.67,4,SAME
9,90.18,11.98,12,1,94.86,3,HARDER
9,89.06,32.68,11,1,93.07,3,HARDER
9,82.87,19.5,13,2,80.52,3,HARDER
9,65.07,26.25,15,5,78.66,3,SAME
16,80.72,28.27,25,4,66.1,5,SAME
12,90.99,19.66,14,1,100.0,4,HARDER
4,81.06,12.36,7,1,88.73,1,HARDER
6,74.57,17.41,8,2,87.77,2,HARDER
16,57.41,54.62,37,12,10.69,5,EASIER
16,85.78,23.53,23,3,66.44,5,SAME
16,79.98,38.56,22,4,68.49,5,SAME
12,91.91,18.77,13,1,81.12,4,HARDER
6,73.29,20.98,9,2,91.75,2,SAME
4,99.34,10.46,4,0,100.0,1,HARDER
12,100.0,27.09,12,0,100.0,4,HARDER
16,80.14,24.7,23,4,65.5,5,SAME
16,69.78,37.35,25,7,41.12,5,EASIER
4,79.11,15.77,5,1,100.0,1,HARDER
6,85.43,16.8,8,1,91.43,2,HARDER
16,88.83,19.74,18,2,92.63,5,HARDER
6,100.0,22.58,7,0,88.64,2,HARDER
12,71.59,35.05,21,5,53.02,4,SAME
4,100.0,17.42,4,0,100.0,1,HARDER
9,100.0,28.5,9,0,100.0,3,HARDER
9,63.51,35.29,15,5,79.41,3,EASIER
16,89.01,19.76,19,2,99.65,5,HARDER
16,73.26,24.46,29,6,55.57,5,SAME
12,73.97,30.95,18,4,58.83,4,EASIER
4,80.1,9.44,5,1,100.0,1,HARDER
16,78.46,20.36,24,4,55.43,5,HARDER
16,52.92,56.7,34,13,0.0,5,EASIER
12,70.78,28.05,18,5,70.29,4,EASIER
16,89.56,28.33,21,2,89.31,5,HARDER
6,74.2,22.21,9,2,94.6,2,HARDER
16,80.49,31.89,23,4,75.91,5,HARDER
16,82.92,27.14,20,3,79.34,5,HARDER
16,76.86,27.06,25,5,55.28,5,SAME
4,99.07,11.52,4,0,100.0,1,HARDER
6,99.65,16.24,7,0,100.0,2,HARDER
6,75.24,13.86,8,2,77.79,2,HARDER
4,100.0,7.83,4,0,100.0,1,HARDER
12,75.22,17.14,18,4,69.94,4,EASIER
16,76.09,32.22,26,5,64.92,5,EASIER
16,82.87,30.13,22,3,77.86,5,SAME
4,98.13,8.45,4,0,94.68,1,HARDER
12,99.91,21.83,12,0,100.0,4,HARDER
16,72.21,46.32,25,6,44.52,5,EASIER
16,90.08,26.25,24,2,82.62,5,HARDER
16,73.46,30.86,25,6,42.69,5,EASIER
4,98.95,9.51,4,0,90.48,1,HARDER
4,99.13,14.3,4,0,100.0,1,HARDER
16,85.01,26.09,22,3,74.94,5,HARDER
16,71.4,37.23,24,6,59.03,5,EASIER
6,86.21,15.44,8,1,92.59,2,HARDER
6,66.33,18.28,10,3,79.78,2,SAME
4,99.8,11.5,4,0,95.26,1,HARDER
16,69.09,40.42,27,7,43.03,5,EASIER
16,81.17,15.52,21,4,76.18,5,SAME
4,78.87,13.87,5,1,98.39,1,HARDER
4,78.09,12.38,5,1,91.8,1,HARDER
16,71.71,38.07,25,6,56.54,5,EASIER
9,69.18,29.67,14,4,64.65,3,EASIER
9,87.93,15.53,13,1,82.01,3,HARDER
12,86.82,14.17,15,2,85.37,4,SAME
9,90.0,17.85,10,1,87.88,3,HARDER
16,94.4,20.69,18,1,100.0,5,HARDER
4,100.0,15.31,5,0,100.0,1,HARDER
4,80.69,15.12,5,1,87.1,1,HARDER
12,98.87,17.99,12,0,90.16,4,HARDER
6,100.0,10.57,6,0,100.0,2,HARDER
4,100.0,8.75,4,0,87.36,1,HARDER
16,88.4,38.41,20,2,86.46,5,HARDER
6,73.56,22.1,10,2,65.09,2,EASIER
9,82.24,26.88,13,2,73.49,3,SAME
6,86.39,16.58,8,1,98.41,2,HARDER
16,85.8,30.43,22,3,70.88,5,HARDER
4,65.43,11.54,7,2,97.98,1,SAME
4,100.0,7.32,4,0,95.95,1,HARDER
16,79.57,28.42,22,4,67.52,5,HARDER
4,100.0,8.39,4,0,100.0,1,HARDER
4,77.96,15.33,5,1,99.69,1,HARDER
9,99.68,20.36,9,0,89.21,3,HARDER
9,75.86,10.27,17,3,65.92,3,EASIER
4,98.67,11.07,4,0,97.34,1,HARDER
16,93.62,26.69,19,1,93.59,5,HARDER
4,100.0,25.88,4,0,100.0,1,HARDER
12,88.06,30.03,15,2,100.0,4,HARDER
6,85.22,18.26,8,1,96.08,2,HARDER
6,98.73,8.34,6,0,100.0,2,HARDER
6,98.02,16.42,7,0,90.62,2,HARDER
9,77.5,20.2,15,3,69.38,3,EASIER
12,93.06,14.53,13,1,95.61,4,HARDER
9,81.48,36.49,11,2,84.32,3,SAME
16,69.44,28.78,29,7,40.16,5,EASIER
12,79.28,26.23,16,3,77.8,4,SAME
12,84.89,23.44,14,2,89.36,4,HARDER
9,98.33,16.6,9,0,100.0,3,HARDER
16,82.6,51.98,19,3,68.99,5,SAME
16,72.22,32.57,27,6,59.05,5,EASIER
6,75.67,22.48,9,2,78.75,2,HARDER
6,85.32,14.48,7,1,94.72,2,HARDER
16,70.3,42.07,24,7,58.28,5,EASIER
16,66.76,50.22,31,8,26.41,5,EASIER
16,76.76,19.16,25,5,54.44,5,SAME
12,93.49,30.1,14,1,78.92,4,HARDER
16,88.46,27.17,20,2,85.05,5,HARDER
4,100.0,12.49,4,0,93.89,1,HARDER
16,80.64,39.16,24,4,59.64,5,SAME
4,80.1,11.19,5,1,99.76,1,HARDER
12,85.58,16.74,18,2,69.82,4,HARDER
16,70.84,31.37,32,7,39.69,5,EASIER
6,100.0,10.77,6,0,95.95,2,HARDER
9,97.97,14.05,9,0,95.71,3,HARDER
6,99.28,14.12,6,0,96.42,2,HARDER
6,84.42,22.71,9,1,89.5,2,HARDER
9,99.31,17.55,9,0,93.78,3,HARDER
9,60.08,30.34,18,6,46.31,3,EASIER
9,99.59,13.34,9,0,98.53,3,HARDER
6,86.5,12.07,8,1,96.65,2,HARDER
6,85.54,20.86,7,1,81.26,2,HARDER
12,80.13,28.12,19,3,56.54,4,HARDER
9,99.31,20.59,9,0,85.55,3,HARDER
16,94.67,19.48,18,1,92.18,5,HARDER
6,86.53,17.61,8,1,98.14,2,HARDER
12,72.24,30.3,20,5,59.77,4,SAME
16,80.51,26.55,20,4,86.71,5,SAME
12,85.52,22.73,14,2,76.74,4,HARDER
12,86.57,15.33,16,2,83.1,4,HARDER
6,99.66,17.3,6,0,100.0,2,HARDER
16,68.54,35.0,33,8,42.37,5,EASIER
6,83.28,21.1,7,1,93.58,2,HARDER
4,99.26,11.33,4,0,100.0,1,HARDER
12,80.12,23.14,20,3,77.17,4,EASIER
6,86.13,13.89,7,1,93.96,2,HARDER
12,70.15,34.28,22,5,68.39,4,EASIER
16,69.03,27.14,28,7,47.75,5,EASIER
4,99.62,13.05,4,0,93.77,1,HARDER
4,98.5,9.94,4,0,100.0,1,HARDER
4,99.44,10.96,4,0,100.0,1,HARDER
6,74.34,17.45,9,2,86.66,2,HARDER
9,57.7,35.16,24,7,19.37,3,EASIER
9,68.31,16.17,17,4,64.53,3,EASIER
6,77.37,11.84,10,2,76.94,2,HARDER
9,69.88,32.89,14,4,56.16,3,EASIER
9,99.52,31.17,10,0,96.53,3,HARDER
6,86.22,16.47,8,1,82.8,2,HARDER
9,75.9,21.41,14,3,79.2,3,HARDER
6,99.29,14.55,6,0,100.0,2,HARDER
6,74.72,15.99,9,2,67.63,2,SAME
16,80.29,48.6,22,4,57.72,5,EASIER
6,86.01,16.07,8,1,100.0,2,HARDER
6,59.7,21.9,17,4,59.36,2,EASIER
