current_level,accuracy,response_time,total_attempts,mistakes,previous_score,hint_used,difficulty_score,difficulty_change
4,69.2,30.79,7,1,63.42,0,2.367,EASIER
3,63.56,12.97,8,2,68.33,0,2.033,EASIER
3,87.62,27.2,8,1,84.36,0,1.667,HARDER
2,93.0,18.48,6,0,70.41,0,1.028,HARDER
5,66.67,74.36,8,2,63.49,0,3.196,EASIER
3,79.72,35.18,6,0,71.5,0,1.739,SAME
5,71.15,30.11,10,3,53.06,0,2.934,EASIER
1,92.44,13.86,6,0,83.33,0,0.606,HARDER
3,66.52,73.43,8,1,66.71,0,2.292,EASIER
2,89.88,16.66,6,0,76.5,0,1.063,HARDER
5,58.24,69.51,10,2,63.35,1,3.29,EASIER
3,86.81,23.62,8,1,69.42,0,1.655,SAME
4,64.35,26.78,7,1,69.55,0,2.413,EASIER
1,77.0,14.49,7,1,78.21,0,0.942,SAME
4,74.72,72.03,6,0,61.41,0,2.459,EASIER
1,89.49,10.01,8,2,83.08,0,0.824,SAME
2,86.04,31.21,6,0,74.97,0,1.217,SAME
2,76.07,39.09,7,1,75.25,1,1.52,SAME
1,92.03,14.43,7,1,84.45,0,0.716,HARDER
3,82.97,46.19,7,1,84.16,0,1.863,SAME
2,96.66,33.6,6,0,82.43,0,1.074,HARDER
3,81.85,22.45,9,1,67.52,0,1.722,SAME
4,69.01,27.36,10,2,67.17,0,2.447,EASIER
1,76.53,16.92,7,1,81.86,0,0.965,SAME
4,59.7,41.77,12,4,67.11,0,2.883,EASIER
2,88.23,20.7,6,0,75.88,0,1.115,HARDER
2,92.93,30.09,8,1,77.55,0,1.207,HARDER
3,71.1,22.75,8,2,75.72,0,1.985,EASIER
4,77.55,27.78,7,1,78.72,0,2.222,SAME
4,73.26,40.06,9,2,75.14,0,2.468,EASIER
1,97.18,19.72,7,1,85.7,1,0.674,HARDER
3,88.66,52.39,8,1,79.11,1,1.819,SAME
2,62.34,28.78,8,2,62.85,0,1.757,EASIER
2,95.32,31.87,6,0,81.17,0,1.083,HARDER
5,72.52,43.55,6,0,73.76,1,2.703,SAME
1,84.69,15.72,6,0,85.84,0,0.735,HARDER
3,74.97,24.04,6,0,73.26,0,1.736,SAME
3,80.32,33.35,6,0,78.71,0,1.718,SAME
2,79.96,25.44,12,3,78.97,0,1.57,SAME
4,65.63,41.58,9,2,70.97,0,2.593,EASIER
3,72.92,28.59,8,2,69.77,0,1.997,EASIER
4,64.6,39.32,11,3,67.46,0,2.693,EASIER
2,98.47,46.56,6,0,97.48,0,1.133,HARDER
5,70.56,55.8,11,3,61.91,0,3.114,EASIER
4,97.53,50.51,6,0,87.61,0,1.974,HARDER
2,88.71,28.95,6,0,86.59,0,1.162,HARDER
5,75.89,46.63,8,1,67.01,0,2.773,EASIER
5,59.38,61.98,11,4,59.63,0,3.422,HARDER
3,77.82,31.26,9,2,84.36,0,1.941,SAME
1,90.73,10.92,6,0,85.54,0,0.612,HARDER
3,73.63,24.58,8,1,71.84,0,1.859,SAME
4,70.35,88.79,7,1,72.35,0,2.737,EASIER
2,89.2,38.27,7,1,77.45,0,1.317,HARDER
1,94.4,15.97,8,1,91.12,0,0.691,HARDER
3,66.63,40.61,10,3,70.86,0,2.271,EASIER
5,72.84,54.57,12,3,70.81,0,3.071,EASIER
2,90.53,48.19,9,1,81.46,0,1.363,SAME
3,74.1,29.43,7,1,76.99,0,1.885,SAME
1,83.08,19.69,6,0,79.89,0,0.785,HARDER
4,79.41,29.08,7,1,84.62,0,2.203,SAME
5,44.27,47.38,6,0,51.19,0,3.152,EASIER
4,75.02,13.36,7,1,77.64,0,2.164,SAME
3,96.34,34.39,6,0,83.22,0,1.484,HARDER
1,64.04,26.89,8,1,62.69,0,1.219,EASIER
3,88.23,61.0,6,0,80.56,0,1.783,SAME
5,75.44,60.61,8,1,84.52,1,2.872,EASIER
1,75.62,15.55,6,0,66.85,0,0.869,SAME
2,90.2,17.28,6,0,77.4,0,1.062,SAME
5,80.01,41.34,6,0,77.59,0,2.575,SAME
3,68.23,16.36,7,1,79.54,0,1.886,SAME
1,82.93,16.28,7,1,79.79,0,0.865,SAME
1,90.26,11.02,11,3,80.67,1,0.92,SAME
3,89.78,24.41,7,1,80.85,0,1.616,HARDER
3,74.59,28.57,9,2,76.33,0,1.972,SAME
5,69.58,57.04,12,3,63.77,0,3.137,EASIER
5,63.35,25.83,9,2,76.96,0,2.922,EASIER
3,80.25,27.02,9,2,66.35,0,1.876,SAME
3,90.47,40.79,6,0,79.3,1,1.615,SAME
5,71.06,87.52,6,0,76.66,1,3.018,EASIER
4,71.43,38.83,8,1,71.86,0,2.387,EASIER
2,84.67,57.8,6,0,79.18,0,1.415,SAME
4,66.99,52.93,9,1,68.15,0,2.548,SAME
4,65.06,41.0,11,3,71.83,0,2.697,EASIER
2,97.03,39.47,6,0,88.42,0,1.108,HARDER
5,86.38,40.82,6,0,80.91,0,2.476,HARDER
2,67.08,15.78,6,0,61.64,0,1.399,SAME
3,85.82,44.95,10,2,75.4,0,1.912,SAME
3,88.59,38.33,6,0,86.45,0,1.627,HARDER
4,62.88,60.74,14,5,70.02,0,3.062,EASIER
5,65.28,75.22,6,0,64.66,0,3.022,EASIER
2,79.23,53.63,8,1,75.75,0,1.569,SAME
2,100.0,13.43,6,0,94.17,0,0.89,HARDER
4,91.52,34.71,7,1,78.37,0,2.059,SAME
5,60.79,44.56,13,4,71.6,0,3.285,EASIER
5,55.41,79.73,13,4,72.08,0,3.6,EASIER
4,82.73,46.43,9,2,75.82,0,2.369,SAME
4,80.44,63.89,6,0,87.15,0,2.319,SAME
4,87.44,44.8,8,1,85.44,0,2.187,SAME
5,59.41,49.63,13,4,62.93,1,3.34,EASIER
1,97.24,23.63,7,1,94.58,0,0.699,HARDER
3,72.68,34.42,9,1,59.56,0,1.939,EASIER
1,96.23,21.04,6,0,80.17,0,0.597,HARDER
3,79.63,40.24,8,1,70.71,0,1.874,SAME
2,100.0,28.55,6,0,89.52,0,0.99,HARDER
2,89.47,35.56,6,0,85.44,0,1.195,HARDER
5,66.86,51.05,15,6,66.72,0,3.437,EASIER
4,76.38,42.81,6,0,71.55,1,2.24,SAME
3,78.99,20.77,8,2,76.92,0,1.854,SAME
5,58.46,74.09,11,3,61.85,0,3.417,EASIER
1,100.0,35.69,6,0,86.93,0,0.638,HARDER
4,90.99,19.45,8,1,83.31,0,1.965,HARDER
1,88.24,23.26,9,2,87.34,0,0.932,SAME
2,92.0,22.64,6,0,91.7,0,1.071,HARDER
1,100.0,16.72,6,0,93.97,0,0.511,HARDER
3,92.37,39.85,6,0,76.33,0,1.58,HARDER
4,71.93,39.53,7,1,80.22,0,2.385,SAME
4,74.12,46.8,11,3,62.77,0,2.6,EASIER
3,62.82,26.85,10,2,64.42,1,2.137,EASIER
5,77.75,91.28,11,3,71.6,0,3.242,EASIER
2,97.43,21.86,6,0,95.44,0,0.984,HARDER
1,100.0,13.27,6,0,89.83,0,0.488,HARDER
1,97.01,20.68,6,0,88.01,0,0.583,EASIER
1,93.52,12.89,8,1,83.69,0,0.683,HARDER
3,70.02,34.05,7,1,65.21,0,1.977,EASIER
3,83.2,59.91,6,0,69.91,1,1.851,SAME
5,63.68,49.11,11,4,65.89,1,3.272,EASIER
1,95.25,10.47,6,0,86.09,0,0.541,HARDER
2,77.36,20.33,10,3,73.44,0,1.575,EASIER
5,75.19,69.2,6,0,72.57,0,2.834,EASIER
1,100.0,18.79,6,0,92.05,0,0.525,HARDER
3,83.77,41.04,6,0,75.42,0,1.717,SAME
1,93.28,13.98,6,0,82.75,0,0.594,SAME
3,89.13,26.29,8,1,92.59,0,1.638,HARDER
5,87.7,64.42,6,0,86.21,0,2.614,SAME
2,83.93,45.71,11,3,79.07,0,1.646,EASIER
2,90.21,20.56,9,2,77.75,0,1.284,SAME
3,95.11,31.47,6,0,88.77,0,1.483,HARDER
4,81.69,62.11,7,1,72.51,0,2.389,SAME
5,49.98,52.69,12,3,49.66,1,3.402,EASIER
1,82.84,23.23,7,1,84.66,0,0.912,SAME
3,87.51,23.06,6,0,91.33,0,1.541,HARDER
4,71.0,40.06,7,1,63.1,0,2.402,EASIER
1,100.0,14.04,6,0,87.89,0,0.494,HARDER
5,88.58,25.48,8,1,83.23,0,2.441,HARDER
2,79.1,16.85,6,0,73.61,0,1.226,SAME
3,69.67,37.09,8,1,71.76,0,2.002,EASIER
5,66.39,62.35,8,1,70.94,0,3.02,EASIER
4,70.81,54.4,9,2,72.65,0,2.6,EASIER
5,85.36,61.29,6,0,75.25,0,2.628,SAME
4,64.65,36.6,8,2,65.16,0,2.574,EASIER
2,92.42,11.53,6,0,82.38,0,0.99,HARDER
4,88.88,25.31,7,1,78.45,0,2.036,SAME
4,83.19,62.23,8,1,73.89,0,2.367,SAME
2,89.36,17.14,6,0,81.84,0,1.074,HARDER
1,88.38,17.47,7,1,71.79,0,0.791,SAME
4,93.49,41.02,10,3,79.5,0,2.271,SAME
3,77.55,17.81,9,2,87.37,1,1.856,SAME
4,84.48,45.68,9,2,77.88,0,2.337,SAME
1,88.41,33.16,8,2,72.55,0,0.995,SAME
3,61.58,30.77,9,2,76.41,1,2.181,EASIER
5,67.3,44.89,10,2,68.91,0,2.99,EASIER
5,68.44,31.46,9,2,61.75,0,2.883,EASIER
5,68.57,44.81,7,1,71.95,0,2.87,EASIER
2,78.4,29.8,7,1,77.2,0,1.423,SAME
1,96.26,17.95,7,1,84.52,0,0.676,HARDER
3,87.37,26.0,6,0,75.96,0,1.563,HARDER
3,76.94,46.36,12,4,69.36,0,2.255,EASIER
2,81.86,21.62,8,1,80.93,0,1.316,SAME
1,79.49,15.17,9,1,76.39,0,0.909,SAME
1,92.54,19.05,9,1,87.22,0,0.739,HARDER
2,98.78,40.48,6,0,96.15,0,1.088,SAME
4,88.79,37.6,7,1,79.86,0,2.119,SAME
1,84.01,12.63,6,0,88.37,1,0.724,HARDER
1,100.0,22.39,6,0,88.41,0,0.549,HARDER
2,81.38,21.02,6,0,81.0,0,1.219,HARDER
5,59.84,62.42,10,2,61.94,0,3.219,EASIER
5,56.38,22.03,10,3,65.23,0,3.101,EASIER
3,69.24,31.46,9,2,81.3,0,2.071,EASIER
1,93.34,16.3,6,0,95.31,0,0.609,HARDER
1,87.43,12.26,7,1,87.2,0,0.77,HARDER
5,63.68,30.78,12,4,69.43,0,3.15,EASIER
3,71.53,27.71,8,1,65.2,0,1.912,EASIER
1,79.14,11.74,11,3,72.56,0,1.091,SAME
5,61.1,15.27,9,2,57.99,0,2.885,EASIER
3,90.15,19.37,6,0,76.35,0,1.477,HARDER
2,100.0,14.74,6,0,90.23,0,0.898,HARDER
3,98.65,31.36,6,0,85.7,0,1.429,HARDER
2,91.87,14.92,7,1,89.96,0,1.121,HARDER
5,65.08,49.99,11,3,67.61,0,3.157,EASIER
4,68.32,27.32,7,1,68.96,0,2.357,EASIER
1,97.56,24.62,6,0,92.83,0,0.601,HARDER
4,72.54,46.47,7,1,69.36,0,2.422,EASIER
1,94.12,15.96,6,0,80.77,0,0.595,HARDER
3,99.3,32.84,6,0,93.24,0,1.429,HARDER
4,77.17,50.34,8,1,84.4,0,2.378,SAME
1,100.0,18.45,6,0,81.27,0,0.523,HARDER
4,63.73,42.32,10,3,62.84,1,2.726,EASIER
2,89.47,10.33,10,3,86.79,0,1.327,SAME
4,78.14,32.51,6,0,77.12,0,2.145,SAME
3,70.16,22.7,9,2,62.38,0,1.999,EASIER
1,98.02,27.4,6,0,85.07,0,0.612,HARDER
4,90.31,34.22,6,0,87.26,0,1.973,HARDER
2,100.0,18.32,6,0,93.0,0,0.922,HARDER
5,74.11,63.08,9,2,71.13,0,3.009,EASIER
5,51.0,27.23,15,6,60.1,0,3.517,EASIER
1,94.77,17.39,8,1,71.42,0,0.694,HARDER
4,82.42,18.14,9,1,78.26,0,2.085,SAME
2,82.65,17.99,8,1,79.99,0,1.28,SAME
4,77.15,33.24,7,1,67.96,0,2.264,SAME
3,75.17,55.52,6,0,77.5,0,1.943,SAME
2,83.66,22.61,6,0,78.38,0,1.196,HARDER
4,85.17,28.01,6,0,76.98,0,2.009,HARDER
2,98.89,22.75,6,0,88.07,0,0.968,HARDER
5,57.29,88.97,12,4,46.54,0,3.634,EASIER
5,64.89,21.98,14,5,70.51,0,3.173,EASIER
1,74.12,24.52,6,0,79.11,0,0.952,SAME
4,93.38,46.55,8,1,90.48,0,2.11,HARDER
5,78.71,47.72,8,1,72.07,0,2.738,SAME
1,69.99,15.9,13,4,71.52,0,1.356,EASIER
4,74.35,71.07,12,3,79.87,0,2.759,EASIER
5,67.17,66.65,8,1,64.43,1,3.037,EASIER
2,77.44,15.85,8,1,76.54,0,1.344,SAME
3,90.36,31.28,9,2,82.26,0,1.753,SAME
4,85.13,65.82,7,1,78.76,0,2.362,HARDER
2,87.69,29.76,9,1,92.28,0,1.283,HARDER
2,78.58,26.66,6,0,74.45,1,1.299,SAME
2,78.67,14.25,7,1,76.81,0,1.315,SAME
2,85.44,60.55,8,1,82.91,0,1.522,SAME
4,70.43,53.38,6,0,87.38,1,2.399,SAME
2,84.94,48.98,6,0,75.57,0,1.352,SAME
2,90.58,27.07,6,0,78.74,0,1.122,HARDER
5,54.66,49.64,14,5,59.09,1,3.511,EASIER
3,72.42,23.96,6,0,68.08,0,1.773,SAME
5,69.66,73.86,7,1,73.74,0,3.047,EASIER
4,90.65,72.81,6,0,85.19,0,2.226,SAME
5,78.45,75.83,7,1,69.26,1,2.929,HARDER
1,89.96,44.37,6,0,82.27,0,0.846,HARDER
5,74.02,52.69,8,2,74.46,0,2.941,EASIER
5,68.98,39.0,9,2,79.47,1,2.925,EASIER
1,100.0,19.95,6,0,89.97,1,0.533,HARDER
2,89.34,33.11,6,0,80.53,0,1.181,HARDER
3,92.79,27.91,6,0,86.65,0,1.494,HARDER
3,66.45,30.47,10,3,65.8,0,2.206,EASIER
4,66.94,43.57,6,0,72.15,0,2.386,SAME
4,77.75,48.73,8,1,76.79,0,2.359,SAME
2,89.94,25.33,6,0,76.74,0,1.12,HARDER
4,99.0,43.52,6,0,98.89,0,1.905,HARDER
5,51.92,64.48,6,0,60.1,1,3.151,EASIER
3,79.67,42.16,6,0,72.88,0,1.786,SAME
5,69.22,41.02,10,2,66.54,0,2.935,EASIER
4,77.38,19.19,9,1,81.01,0,2.167,SAME
5,87.33,33.01,7,1,74.82,0,2.51,EASIER
5,78.76,60.13,6,0,76.55,0,2.719,SAME
1,73.96,13.44,12,3,72.08,0,1.18,EASIER
5,85.34,55.6,7,1,85.25,0,2.691,SAME
1,100.0,17.59,6,0,90.38,0,0.517,HARDER
5,72.63,51.36,8,1,72.07,0,2.853,EASIER
5,53.82,60.86,13,4,58.19,1,3.498,EASIER
2,83.48,38.63,9,1,78.0,0,1.405,SAME
1,94.69,17.88,6,0,90.31,0,0.599,HARDER
3,89.97,20.43,7,1,80.15,0,1.587,HARDER
2,67.3,27.18,6,0,70.04,0,1.472,SAME
3,72.31,41.23,10,2,77.86,0,2.09,EASIER
1,100.0,7.31,6,0,83.67,0,0.449,HARDER
1,100.0,13.48,6,0,92.41,0,0.49,HARDER
3,84.31,31.36,10,2,81.68,0,1.845,SAME
4,86.49,33.01,6,0,84.27,0,2.023,HARDER
2,89.55,25.33,8,1,80.53,0,1.226,HARDER
2,94.63,18.7,6,0,97.03,0,1.005,SAME
1,91.45,26.19,6,0,82.6,0,0.703,HARDER
2,89.8,24.5,6,0,93.14,0,1.116,HARDER
2,72.78,11.68,7,1,74.97,0,1.386,SAME
2,92.22,32.16,6,0,94.08,0,1.131,HARDER
2,72.48,32.98,8,2,83.12,0,1.633,SAME
2,92.21,23.64,6,0,86.39,0,1.074,HARDER
4,70.61,19.17,6,0,77.64,0,2.169,SAME
2,88.7,34.43,6,0,91.91,0,1.199,HARDER
4,65.47,26.58,7,1,75.37,0,2.395,EASIER
4,69.96,34.62,12,4,63.98,0,2.681,EASIER
4,78.68,31.79,8,1,73.28,0,2.232,SAME
3,87.54,17.43,6,0,81.33,0,1.503,HARDER
5,80.94,50.12,9,1,82.23,0,2.72,SAME
2,73.5,26.03,6,0,68.47,0,1.371,SAME
5,54.99,52.32,13,4,55.65,1,3.424,EASIER
2,75.25,22.07,6,0,75.14,0,1.318,SAME
1,79.34,13.36,9,1,74.62,1,0.899,SAME
5,85.67,89.99,7,1,74.48,0,2.915,EASIER
5,83.4,53.85,6,0,78.59,0,2.608,SAME
1,80.03,12.38,9,2,77.13,0,0.982,SAME
3,97.1,36.97,6,0,92.92,0,1.49,HARDER
3,92.8,35.86,6,0,82.76,0,1.547,HARDER
2,68.7,30.7,7,1,63.28,0,1.574,EASIER
3,69.7,30.6,7,1,76.01,0,1.959,SAME
4,58.41,31.18,9,1,62.68,0,2.532,EASIER
3,79.13,17.93,10,3,78.35,0,1.932,SAME
3,80.17,25.07,7,1,70.01,0,1.765,SAME
5,70.16,25.78,8,1,69.78,0,2.72,SAME
2,64.73,27.07,10,3,65.96,0,1.809,EASIER
4,60.73,21.04,14,5,61.48,0,2.829,EASIER
2,87.6,20.82,6,0,79.94,0,1.125,HARDER
5,76.22,66.93,7,1,65.18,0,2.903,EASIER
2,64.8,21.78,11,3,68.53,1,1.773,EASIER
5,57.19,48.83,10,3,56.21,0,3.268,EASIER
4,85.22,47.76,6,0,71.4,0,2.14,SAME
2,72.76,29.47,12,4,73.8,0,1.805,EASIER
4,74.85,60.58,14,5,71.27,1,2.881,EASIER
2,71.8,30.07,6,0,74.04,0,1.423,SAME
2,93.31,27.69,6,0,94.91,0,1.085,HARDER
2,64.83,10.95,8,1,68.53,0,1.501,EASIER
4,71.96,44.06,6,0,64.09,0,2.314,EASIER
2,94.4,46.59,8,1,86.6,0,1.295,HARDER
3,86.1,40.16,6,0,67.7,0,1.676,SAME
3,75.36,45.69,7,1,75.58,0,1.974,HARDER
1,83.01,13.74,7,1,88.87,0,0.846,HARDER
2,82.67,23.35,7,1,77.76,1,1.316,SAME
2,72.11,30.08,9,2,78.83,0,1.619,EASIER
2,84.0,28.65,8,2,80.34,0,1.431,SAME
5,69.17,68.58,9,1,64.18,0,3.02,EASIER
2,80.82,15.25,7,1,77.96,0,1.289,SAME
3,90.0,22.57,9,2,83.42,0,1.7,SAME
4,64.3,23.84,11,3,79.24,0,2.595,EASIER
4,57.96,44.36,8,1,62.66,0,2.626,EASIER
4,69.75,37.11,6,0,78.86,0,2.301,SAME
3,81.24,28.68,8,2,78.48,0,1.873,SAME
5,68.93,38.08,12,3,69.01,0,3.02,EASIER
5,68.49,35.68,8,1,59.92,0,2.811,EASIER
2,73.74,24.02,6,0,80.35,0,1.354,SAME
1,80.17,28.03,6,0,70.22,0,0.884,SAME
2,80.12,44.93,6,0,76.3,0,1.398,SAME
5,64.33,93.73,8,2,65.52,1,3.36,EASIER
5,80.98,41.46,6,0,79.53,0,2.562,SAME
4,77.64,24.92,7,1,76.28,0,2.202,SAME
4,69.67,56.96,8,2,74.62,0,2.635,EASIER
2,95.95,39.96,6,0,85.29,0,1.127,HARDER
3,84.46,36.64,8,2,83.43,0,1.877,SAME
1,76.42,17.84,7,1,75.83,0,0.973,SAME
3,47.58,24.12,8,1,52.82,0,2.247,EASIER
1,76.74,22.93,6,0,78.14,0,0.902,SAME
1,95.95,22.66,6,0,96.46,0,0.612,HARDER
5,78.91,55.99,11,2,82.51,0,2.89,EASIER
5,53.4,32.12,10,3,63.05,0,3.213,EASIER
4,81.59,26.88,7,1,77.13,1,2.155,SAME
4,81.21,38.53,8,1,61.61,0,2.239,SAME
2,98.95,36.41,6,0,85.56,0,1.058,HARDER
3,89.5,44.61,7,1,81.26,0,1.755,SAME
4,88.52,34.1,9,2,79.69,0,2.2,SAME
3,84.88,14.93,6,0,75.43,0,1.526,HARDER
2,89.55,40.94,6,0,87.15,0,1.23,HARDER
2,81.63,39.43,6,0,72.06,0,1.338,SAME
5,78.2,52.54,7,1,73.86,0,2.777,SAME
2,71.68,20.21,6,0,77.29,1,1.36,EASIER
5,68.61,44.22,6,0,83.54,0,2.766,SAME
4,80.4,58.05,8,2,78.85,1,2.481,EASIER
5,84.08,61.98,11,3,68.22,0,2.952,EASIER
3,75.22,26.12,6,0,76.41,0,1.746,SAME
2,94.67,57.9,6,0,93.32,0,1.266,HARDER
1,88.03,9.76,8,1,83.02,0,0.745,HARDER
3,89.87,24.37,7,1,91.38,0,1.614,HARDER
2,76.99,19.04,6,0,76.61,0,1.272,SAME
1,97.26,18.78,6,0,91.04,0,0.566,HARDER
5,69.05,78.65,6,0,73.9,1,2.989,EASIER
5,58.15,69.65,7,1,60.66,1,3.192,EASIER
2,83.47,25.25,6,0,79.07,0,1.216,HARDER
4,88.22,23.52,7,1,82.92,0,2.034,HARDER
3,69.81,45.42,11,3,68.0,0,2.256,EASIER
3,65.16,19.69,6,0,62.39,0,1.854,HARDER
4,78.99,34.06,9,3,82.08,0,2.442,EASIER
3,63.22,30.08,11,3,66.97,0,2.252,EASIER
5,85.63,36.2,6,0,82.51,0,2.457,HARDER
1,100.0,12.93,6,0,88.02,0,0.486,HARDER
4,85.38,57.03,7,1,86.84,0,2.299,SAME
5,69.89,89.45,6,0,73.04,0,3.048,EASIER
5,86.65,48.54,6,0,87.03,0,2.524,HARDER
1,100.0,8.84,6,0,91.56,0,0.459,HARDER
1,84.67,20.14,8,2,75.73,1,0.964,SAME
4,89.39,30.28,6,0,83.82,1,1.961,HARDER
5,60.88,57.76,7,1,60.77,0,3.072,EASIER
5,68.03,56.27,9,2,73.33,0,3.055,EASIER
5,52.07,23.56,7,1,56.18,0,2.976,EASIER
1,91.46,15.4,7,1,85.33,0,0.731,HARDER
3,77.05,39.67,8,2,72.48,0,2.009,EASIER
4,70.48,38.54,11,4,67.57,0,2.7,EASIER
4,73.34,25.8,9,2,71.75,0,2.372,EASIER
4,69.2,52.01,12,3,73.58,0,2.709,EASIER
2,85.42,12.33,7,1,71.23,0,1.201,SAME
3,92.84,34.04,6,0,80.39,0,1.534,HARDER
3,69.38,24.99,12,4,67.4,0,2.226,EASIER
5,78.63,59.48,6,0,71.6,1,2.717,SAME
2,87.15,21.91,6,0,77.71,0,1.139,HARDER
2,88.74,29.15,8,2,85.71,0,1.363,SAME
1,89.69,31.03,7,1,86.23,0,0.861,HARDER
1,82.83,23.76,9,2,78.82,0,1.016,SAME
5,74.45,65.53,7,1,70.56,0,2.92,EASIER
5,75.19,63.13,8,2,66.57,0,2.993,EASIER
2,77.0,12.08,9,2,82.26,0,1.426,SAME
4,61.61,41.31,9,2,66.05,0,2.651,EASIER
3,80.85,34.53,7,1,70.27,0,1.817,SAME
5,77.55,62.38,9,2,77.13,0,2.953,EASIER
2,95.05,23.2,6,0,87.49,0,1.029,HARDER
5,82.03,66.57,6,0,75.19,0,2.713,SAME
2,88.71,16.36,6,0,81.53,0,1.078,HARDER
4,72.37,88.77,6,0,73.36,0,2.606,EASIER
2,84.98,30.0,6,0,77.06,0,1.225,HARDER
4,62.57,27.68,8,2,60.51,1,2.546,SAME
2,78.17,41.27,9,1,77.78,0,1.503,SAME
5,69.47,32.0,9,3,71.5,0,2.971,EASIER
4,72.33,40.15,7,1,64.25,0,2.383,EASIER
2,85.92,25.13,8,1,73.69,0,1.279,SAME
5,56.25,42.44,6,0,49.82,0,2.939,EASIER
4,63.49,38.09,7,1,57.72,0,2.502,EASIER
3,87.76,31.79,6,0,80.29,0,1.596,HARDER
1,81.67,11.72,9,2,72.84,0,0.953,SAME
5,63.24,55.78,10,2,67.42,0,3.123,EASIER
4,75.95,40.05,6,0,69.81,0,2.228,SAME
4,65.69,87.05,9,2,59.3,0,2.895,EASIER
5,81.06,90.52,9,2,70.45,0,3.088,EASIER
4,62.43,29.83,10,2,67.65,0,2.562,EASIER
2,85.02,22.68,7,1,84.04,0,1.276,HARDER
2,77.51,18.18,8,1,62.26,0,1.359,SAME
1,91.56,16.25,6,0,82.18,0,0.635,HARDER
1,85.03,25.39,6,0,85.01,0,0.794,HARDER
4,74.76,38.39,12,4,71.83,0,2.634,EASIER
5,82.21,40.95,8,2,76.28,0,2.74,SAME
1,83.13,22.93,8,1,91.61,0,0.906,HARDER
3,73.04,14.29,7,1,70.02,0,1.8,SAME
1,86.84,15.42,6,0,91.92,0,0.7,HARDER
3,94.74,53.62,7,1,82.89,0,1.736,SAME
4,74.1,70.52,11,3,75.33,0,2.759,EASIER
5,82.34,84.28,6,0,75.96,0,2.827,SAME
5,68.23,30.55,7,1,80.19,0,2.78,HARDER
2,96.9,14.62,6,0,83.87,0,0.944,HARDER
5,74.07,41.04,8,1,72.66,0,2.762,SAME
4,80.55,40.2,11,3,73.45,0,2.46,EASIER
2,70.64,17.9,6,0,77.43,0,1.36,SAME
2,69.16,12.25,7,1,71.22,1,1.444,SAME
1,100.0,26.09,6,0,85.34,0,0.574,HARDER
5,80.58,67.8,6,0,76.53,0,2.743,SAME
2,100.0,18.95,6,0,87.43,0,0.926,HARDER
2,70.14,31.91,8,2,73.9,1,1.661,EASIER
3,84.86,45.21,6,0,74.44,0,1.729,SAME
1,79.76,6.95,6,0,62.76,0,0.75,SAME
5,62.59,64.68,8,1,68.89,0,3.092,EASIER
4,69.98,39.04,6,0,77.15,0,2.311,EASIER
1,93.82,6.59,6,0,86.98,0,0.537,HARDER
1,83.36,27.05,6,0,78.7,0,0.83,HARDER
1,90.34,18.58,8,1,76.19,0,0.769,HARDER
5,78.32,26.4,6,0,73.59,0,2.501,SAME
3,91.28,36.34,6,0,82.16,0,1.573,HARDER
4,81.93,43.0,6,0,79.49,0,2.158,SAME
1,94.52,22.35,6,0,81.55,0,0.631,HARDER
2,83.58,11.07,7,1,85.41,0,1.22,HARDER
3,74.31,27.49,7,1,74.18,0,1.869,SAME
2,90.39,16.21,6,0,88.17,1,1.052,HARDER
4,64.49,37.48,9,2,68.15,0,2.582,EASIER
5,71.19,25.35,9,2,64.54,0,2.801,EASIER
2,74.24,15.35,6,0,72.99,0,1.289,SAME
4,74.59,74.05,11,3,73.45,0,2.775,EASIER
5,59.46,79.57,10,2,67.24,0,3.339,EASIER
5,65.99,73.75,6,0,62.5,0,3.002,SAME
1,83.24,32.42,8,1,88.7,0,0.968,SAME
1,82.03,8.52,8,2,76.76,0,0.926,SAME
5,69.13,48.88,11,3,66.25,0,3.089,EASIER
5,45.76,55.12,9,2,49.43,1,3.381,EASIER
2,66.98,20.55,13,4,67.11,1,1.832,EASIER
3,88.04,14.73,9,2,78.18,1,1.678,SAME
3,81.47,44.14,7,1,76.95,0,1.872,SAME
4,67.77,51.21,7,1,73.67,0,2.525,EASIER
4,84.74,31.21,6,0,77.09,0,2.037,SAME
2,78.61,33.66,9,2,76.09,0,1.545,SAME
5,64.2,52.55,7,1,66.46,0,2.987,EASIER
1,82.17,23.19,6,0,73.91,0,0.822,SAME
1,100.0,12.49,6,0,75.85,0,0.483,HARDER
5,72.35,55.01,6,0,68.45,0,2.781,EASIER
1,91.96,19.89,8,1,81.6,0,0.753,HARDER
5,74.66,45.58,8,1,64.47,0,2.784,EASIER
2,66.47,8.24,12,3,54.69,0,1.658,EASIER
2,79.06,25.71,10,2,78.11,0,1.485,SAME
1,94.55,19.81,6,0,83.54,1,0.614,HARDER
5,69.96,34.25,11,3,65.07,1,2.979,EASIER
2,100.0,30.17,6,0,82.39,0,1.001,HARDER
1,84.65,19.85,8,1,78.09,0,0.863,SAME
3,89.43,36.52,6,0,86.23,0,1.602,HARDER
1,98.06,15.48,6,0,87.5,0,0.532,HARDER
4,76.43,20.19,12,3,70.65,0,2.388,EASIER
1,93.24,9.17,7,1,85.87,0,0.662,HARDER
3,77.1,40.81,6,0,79.28,1,1.816,SAME
2,65.27,15.49,9,1,61.6,0,1.524,EASIER
